# Timestep	Num_Clusters	Max_Cluster_Size
730	16	3417
731	7	3426
732	9	3424
733	18	3410
734	9	3424
735	15	3418
736	18	3415
737	14	3419
738	15	3418
739	17	3416
740	11	3421
741	10	3421
742	12	3420
743	10	3422
744	13	3420
745	10	3423
746	14	3419
747	15	3414
748	13	3419
749	9	3423
750	13	3420
751	14	3413
752	7	3426
753	14	3419
754	14	3418
755	13	3420
756	16	3416
757	12	3421
758	9	3424
759	10	3423
760	10	3423
761	11	3414
762	9	3424
763	19	3412
764	8	3424
765	7	3426
766	4	3425
767	11	3422
768	7	3426
769	11	3416
770	9	3423
771	12	3415
772	9	3424
773	9	3424
774	12	3421
775	14	3418
776	11	3421
777	13	3420
778	13	3420
779	8	3424
780	12	3421
781	9	3424
782	13	3420
783	13	3420
784	5	3428
785	16	3412
786	8	3425
787	12	3420
788	10	3422
789	14	3419
790	11	3421
791	12	3420
792	9	3424
793	15	3418
794	9	3424
795	12	3420
796	11	3422
797	13	3420
798	10	3423
799	15	3418
800	6	3427
801	7	3426
802	8	3425
803	18	3413
804	9	3424
805	5	3428
806	12	3420
807	15	3418
808	15	3417
809	7	3426
810	11	3422
811	10	3423
812	10	3422
813	10	3423
814	14	3418
815	9	3424
816	13	3419
817	3	3429
818	11	3422
819	16	3417
820	16	3417
821	7	3426
822	11	3421
823	7	3425
824	9	3424
825	9	3424
826	8	3425
827	10	3423
828	12	3421
829	6	3427
830	14	3414
831	13	3419
832	14	3418
833	7	3426
834	9	3424
835	10	3423
836	7	3425
837	10	3423
838	9	3423
839	7	3426
840	16	3417
841	9	3424
842	12	3421
843	8	3425
844	11	3422
845	14	3418
846	9	3423
847	14	3419
848	10	3423
849	10	3418
850	9	3424
851	13	3420
852	6	3427
853	11	3422
854	13	3420
855	11	3422
856	12	3421
857	13	3414
858	8	3425
859	10	3422
860	14	3419
861	9	3423
862	8	3424
863	13	3417
864	7	3426
865	9	3424
866	8	3425
867	10	3423
868	13	3420
869	8	3424
870	6	3427
871	10	3423
872	13	3419
873	9	3424
874	1	3432
875	7	3421
876	11	3422
877	11	3422
878	12	3420
879	11	3422
880	7	3426
881	10	3422
882	7	3425
883	10	3423
884	9	3423
885	13	3419
886	14	3418
887	8	3425
888	10	3423
889	8	3423
890	13	3420
891	11	3421
892	10	3423
893	13	3419
894	8	3425
895	13	3419
896	13	3419
897	11	3422
898	9	3424
899	8	3425
900	10	3423
901	9	3424
902	9	3424
903	14	3418
904	13	3411
905	15	3414
906	12	3420
907	11	3421
908	12	3421
909	9	3424
910	9	3421
911	11	3422
912	6	3427
913	8	3424
914	14	3418
915	11	3421
916	12	3420
917	11	3422
918	16	3416
919	10	3423
920	11	3422
921	9	3424
922	18	3413
923	13	3420
924	10	3421
925	15	3418
926	12	3421
927	13	3419
928	16	3416
929	12	3421
930	14	3419
931	12	3421
932	15	3418
933	10	3423
934	16	3416
935	10	3423
936	11	3421
937	16	3415
938	7	3426
939	15	3418
940	9	3424
941	6	3427
942	14	3419
943	16	3416
944	13	3420
945	16	3411
946	12	3421
947	13	3420
948	18	3413
949	11	3420
950	13	3420
951	14	3419
952	9	3424
953	14	3414
954	11	3421
955	13	3420
956	11	3421
957	11	3422
958	13	3420
959	10	3423
960	11	3421
961	13	3420
962	17	3416
963	10	3421
964	7	3425
965	8	3424
966	13	3419
967	10	3423
968	12	3420
969	8	3425
970	13	3420
971	9	3423
972	6	3427
973	9	3424
974	14	3419
975	9	3424
976	12	3421
977	14	3419
978	13	3420
979	12	3421
980	8	3425
981	11	3422
982	11	3422
983	14	3418
984	12	3418
985	11	3416
986	17	3415
987	11	3422
988	12	3421
989	9	3422
990	10	3423
991	11	3419
992	6	3426
993	14	3419
994	6	3427
995	9	3424
996	8	3425
997	6	3427
998	14	3419
999	7	3426
1000	10	3423
1001	13	3419
1002	14	3418
1003	10	3422
1004	6	3427
1005	14	3419
1006	9	3423
1007	19	3411
1008	9	3424
1009	13	3420
1010	9	3424
1011	9	3424
1012	12	3421
1013	10	3423
1014	6	3427
1015	11	3422
1016	9	3424
1017	9	3424
1018	11	3420
1019	14	3418
1020	9	3424
1021	9	3423
1022	6	3427
1023	11	3422
1024	11	3421
1025	8	3425
1026	15	3418
1027	13	3420
1028	14	3419
1029	12	3420
1030	7	3425
1031	10	3423
1032	16	3417
1033	8	3425
1034	10	3423
1035	13	3420
1036	14	3419
1037	10	3422
1038	16	3416
1039	10	3423
1040	10	3423
1041	9	3424
1042	14	3417
1043	11	3422
1044	13	3420
1045	10	3420
1046	10	3423
1047	6	3427
1048	9	3422
1049	10	3423
1050	9	3424
1051	8	3424
1052	13	3418
1053	13	3420
1054	8	3425
1055	10	3423
1056	16	3416
1057	13	3419
1058	11	3422
1059	13	3420
1060	7	3426
1061	12	3421
1062	11	3422
1063	10	3423
1064	9	3424
1065	12	3421
1066	10	3422
1067	15	3418
1068	6	3427
1069	16	3417
1070	5	3428
1071	10	3423
1072	9	3424
1073	9	3422
1074	13	3420
1075	8	3425
1076	12	3421
1077	11	3422
1078	10	3423
1079	13	3419
1080	5	3428
1081	14	3418
1082	9	3423
1083	11	3422
1084	9	3424
1085	13	3420
1086	13	3420
1087	14	3419
1088	14	3418
1089	15	3418
1090	10	3418
1091	6	3427
1092	11	3420
1093	9	3423
1094	14	3419
1095	10	3423
1096	8	3424
1097	8	3425
1098	13	3420
1099	11	3422
1100	4	3429
1101	9	3423
1102	12	3420
1103	12	3421
1104	11	3422
1105	11	3422
1106	8	3425
1107	10	3423
1108	10	3423
1109	9	3424
1110	14	3413
1111	9	3423
1112	8	3424
1113	10	3423
1114	10	3423
1115	14	3419
1116	10	3423
1117	14	3418
1118	7	3426
1119	7	3426
1120	12	3420
1121	10	3423
1122	12	3421
1123	16	3417
1124	13	3419
1125	13	3419
1126	12	3421
1127	14	3419
1128	8	3424
1129	10	3423
1130	13	3415
1131	14	3419
1132	12	3421
1133	9	3424
1134	4	3429
1135	15	3418
1136	7	3426
1137	7	3426
1138	12	3421
1139	12	3420
1140	9	3424
1141	12	3421
1142	8	3424
1143	11	3421
1144	10	3423
1145	10	3422
1146	9	3424
1147	11	3421
1148	10	3423
1149	6	3427
1150	15	3418
1151	8	3425
1152	10	3422
1153	7	3426
1154	13	3420
1155	12	3421
1156	7	3426
1157	13	3420
1158	10	3423
1159	13	3420
1160	12	3419
1161	10	3418
1162	13	3412
1163	10	3423
1164	11	3421
1165	11	3422
1166	13	3420
1167	14	3419
1168	13	3420
1169	9	3422
1170	11	3421
1171	10	3421
1172	14	3419
1173	7	3425
1174	13	3418
1175	13	3419
1176	16	3417
1177	7	3426
1178	9	3424
1179	10	3423
1180	12	3415
1181	14	3419
1182	9	3424
1183	13	3419
1184	10	3423
1185	11	3422
1186	16	3416
1187	12	3421
1188	16	3417
1189	12	3420
1190	11	3422
1191	12	3421
1192	10	3423
1193	13	3420
1194	8	3422
1195	11	3422
1196	10	3423
1197	13	3419
1198	8	3424
1199	8	3425
1200	9	3424
1201	14	3419
1202	11	3422
1203	13	3420
1204	12	3421
1205	12	3421
1206	6	3427
1207	9	3423
1208	14	3417
1209	10	3423
1210	15	3418
1211	13	3419
1212	7	3426
1213	13	3420
1214	9	3424
1215	11	3422
1216	13	3419
1217	10	3423
1218	8	3425
1219	14	3419
1220	9	3424
1221	9	3424
1222	15	3417
1223	11	3422
1224	12	3421
1225	12	3421
1226	13	3420
1227	12	3419
1228	8	3425
1229	12	3421
1230	13	3420
1231	14	3419
1232	13	3419
1233	10	3423
1234	10	3423
1235	9	3418
1236	9	3424
1237	10	3423
1238	9	3423
1239	12	3420
1240	14	3418
1241	10	3423
1242	9	3424
1243	11	3422
1244	11	3422
1245	15	3417
1246	10	3423
1247	11	3422
1248	15	3417
1249	12	3421
1250	13	3420
1251	8	3425
1252	12	3421
1253	8	3424
1254	15	3417
1255	11	3422
1256	9	3424
1257	12	3421
1258	14	3412
1259	10	3423
1260	12	3420
1261	15	3418
1262	19	3414
1263	19	3414
1264	15	3417
1265	12	3421
1266	8	3425
1267	12	3421
1268	15	3416
1269	8	3425
1270	9	3424
1271	13	3419
1272	10	3422
1273	14	3418
1274	13	3419
1275	8	3424
1276	12	3421
1277	13	3418
1278	10	3423
1279	9	3424
1280	11	3419
1281	11	3421
1282	12	3421
1283	8	3423
1284	10	3423
1285	12	3421
1286	11	3422
1287	12	3421
1288	11	3421
1289	9	3424
1290	11	3422
1291	11	3422
1292	12	3421
1293	11	3422
1294	9	3424
1295	10	3422
1296	14	3419
1297	12	3420
1298	15	3418
1299	9	3424
1300	6	3427
1301	13	3419
1302	12	3421
1303	13	3420
1304	14	3418
1305	15	3418
1306	11	3422
1307	10	3422
1308	9	3424
1309	17	3416
1310	7	3426
1311	13	3420
1312	12	3421
1313	10	3423
1314	9	3424
1315	13	3419
1316	13	3420
1317	6	3427
1318	14	3418
1319	7	3426
1320	9	3423
1321	14	3419
1322	15	3418
1323	9	3423
1324	12	3414
1325	12	3421
1326	11	3422
1327	10	3422
1328	11	3421
1329	8	3425
1330	16	3417
1331	11	3422
1332	8	3425
1333	9	3423
1334	14	3419
1335	16	3417
1336	12	3415
1337	12	3420
1338	11	3420
1339	16	3417
1340	12	3421
1341	8	3425
1342	8	3425
1343	11	3422
1344	11	3422
1345	6	3427
1346	12	3421
1347	12	3421
1348	8	3425
1349	17	3415
1350	13	3420
1351	8	3425
1352	9	3424
1353	6	3427
1354	10	3423
1355	12	3420
1356	16	3417
1357	11	3422
1358	13	3420
1359	11	3416
1360	8	3425
1361	10	3423
1362	4	3429
1363	10	3422
1364	13	3420
1365	14	3419
1366	11	3421
1367	14	3419
1368	11	3422
1369	3	3430
1370	14	3418
1371	14	3419
1372	7	3426
1373	7	3426
1374	16	3417
1375	12	3421
1376	14	3417
1377	9	3424
1378	14	3418
1379	5	3428
1380	11	3417
1381	11	3422
1382	12	3420
1383	10	3423
1384	20	3402
1385	11	3421
1386	10	3423
1387	17	3416
1388	10	3423
1389	13	3419
1390	16	3417
1391	7	3426
1392	15	3418
1393	15	3417
1394	10	3423
1395	9	3423
1396	17	3410
1397	14	3419
1398	15	3418
1399	13	3420
1400	7	3426
1401	11	3422
1402	12	3421
1403	12	3421
1404	18	3415
1405	15	3418
1406	10	3422
1407	11	3422
1408	13	3420
1409	7	3426
1410	14	3413
1411	12	3414
1412	8	3425
1413	10	3423
1414	10	3422
1415	8	3425
1416	11	3421
1417	17	3411
1418	9	3423
1419	8	3423
1420	12	3419
1421	13	3420
1422	17	3415
1423	11	3422
1424	10	3422
1425	9	3423
1426	10	3423
1427	10	3423
1428	11	3422
1429	12	3420
1430	11	3416
1431	9	3423
1432	14	3419
1433	12	3420
1434	11	3421
1435	11	3421
1436	9	3424
1437	10	3422
1438	8	3425
1439	8	3425
1440	7	3425
1441	8	3424
1442	10	3422
1443	8	3425
1444	14	3419
1445	12	3421
1446	10	3422
1447	10	3422
1448	12	3421
1449	13	3419
1450	6	3427
1451	14	3418
1452	10	3423
1453	13	3420
1454	8	3425
1455	12	3420
1456	13	3420
1457	12	3421
1458	9	3424
1459	5	3426
1460	8	3425
1461	12	3421
1462	8	3425
1463	11	3422
1464	11	3421
1465	9	3424
1466	9	3424
1467	16	3416
1468	11	3421
1469	13	3420
1470	13	3420
1471	9	3423
1472	14	3417
1473	10	3423
1474	10	3422
1475	8	3425
1476	10	3423
1477	11	3421
1478	10	3423
1479	8	3425
1480	12	3420
1481	20	3411
1482	9	3424
1483	14	3418
1484	9	3424
1485	15	3418
1486	9	3424
1487	15	3418
1488	8	3425
1489	9	3423
1490	13	3420
1491	9	3424
1492	11	3420
1493	9	3424
1494	16	3417
1495	4	3429
1496	11	3422
1497	12	3420
1498	8	3425
1499	10	3423
1500	9	3424
1501	11	3422
1502	9	3424
1503	12	3420
1504	6	3427
1505	15	3418
1506	10	3422
1507	10	3423
1508	8	3425
1509	11	3417
1510	8	3425
1511	9	3418
1512	8	3425
1513	11	3422
1514	17	3416
1515	11	3422
1516	8	3425
1517	10	3421
1518	7	3420
1519	11	3422
1520	12	3421
1521	11	3422
1522	10	3423
1523	8	3425
1524	14	3419
1525	12	3421
1526	9	3424
1527	10	3423
1528	6	3427
1529	12	3420
1530	10	3423
1531	10	3422
1532	11	3421
1533	13	3420
1534	12	3420
1535	8	3425
1536	15	3417
1537	13	3419
1538	4	3429
1539	10	3423
1540	8	3424
1541	20	3413
1542	12	3421
1543	11	3421
1544	12	3421
1545	10	3423
1546	13	3419
1547	15	3418
1548	8	3424
1549	15	3418
1550	9	3424
1551	12	3421
1552	10	3422
1553	9	3423
1554	11	3417
1555	10	3423
1556	9	3424
1557	8	3424
1558	17	3416
1559	11	3421
1560	14	3418
1561	11	3421
1562	13	3419
1563	11	3422
1564	10	3423
1565	13	3420
1566	8	3425
1567	8	3425
1568	9	3424
1569	11	3420
1570	6	3427
1571	7	3426
1572	16	3417
1573	14	3419
1574	11	3422
1575	8	3425
1576	9	3424
1577	11	3422
1578	5	3428
1579	12	3420
1580	8	3424
1581	13	3415
1582	5	3428
1583	10	3422
1584	11	3422
1585	11	3421
1586	10	3422
1587	9	3424
1588	11	3422
1589	13	3418
1590	12	3421
1591	10	3423
1592	12	3420
1593	10	3423
1594	8	3424
1595	4	3429
1596	8	3421
1597	8	3425
1598	17	3413
1599	8	3425
1600	10	3423
1601	14	3419
1602	12	3421
1603	11	3421
1604	10	3423
1605	11	3421
1606	15	3418
1607	7	3426
1608	9	3422
1609	13	3420
1610	13	3419
1611	13	3419
1612	11	3421
1613	14	3418
1614	12	3421
1615	11	3421
1616	17	3410
1617	11	3417
1618	12	3420
1619	9	3424
1620	8	3425
1621	8	3425
1622	7	3420
1623	14	3419
1624	12	3420
1625	8	3421
1626	8	3425
1627	11	3422
1628	12	3420
1629	9	3424
1630	11	3417
1631	9	3419
1632	11	3422
1633	15	3417
1634	14	3414
1635	15	3415
1636	7	3426
1637	11	3421
1638	10	3422
1639	12	3421
1640	6	3427
1641	17	3416
1642	11	3422
1643	15	3418
1644	4	3429
1645	6	3427
1646	10	3423
1647	2	3431
1648	10	3423
1649	7	3425
1650	14	3417
1651	16	3417
1652	8	3425
1653	12	3420
1654	10	3423
1655	9	3418
1656	10	3417
1657	8	3424
1658	8	3424
1659	11	3422
1660	12	3420
1661	9	3424
1662	12	3420
1663	10	3422
1664	6	3427
1665	17	3413
1666	9	3424
1667	8	3425
1668	9	3424
1669	15	3418
1670	9	3423
1671	5	3428
1672	12	3421
1673	7	3426
1674	9	3418
1675	14	3419
1676	11	3416
1677	11	3420
1678	11	3422
1679	8	3423
1680	1	3432
1681	4	3429
1682	16	3414
1683	10	3417
1684	6	3426
1685	10	3423
1686	12	3420
1687	9	3423
1688	10	3423
1689	14	3419
1690	13	3419
1691	14	3418
1692	14	3418
1693	7	3426
1694	9	3424
1695	15	3417
1696	14	3419
1697	9	3424
1698	14	3417
1699	10	3423
1700	13	3420
1701	10	3423
1702	17	3415
1703	6	3427
1704	10	3423
1705	13	3415
1706	8	3425
1707	9	3424
1708	14	3418
1709	13	3419
1710	12	3420
1711	15	3417
1712	11	3421
1713	19	3413
1714	10	3417
1715	15	3418
1716	15	3417
1717	12	3421
1718	13	3420
1719	8	3425
1720	13	3420
1721	10	3423
1722	13	3419
1723	12	3414
1724	12	3420
1725	11	3422
1726	7	3426
1727	7	3426
1728	12	3421
1729	6	3427
1730	9	3424
1731	9	3424
1732	17	3414
1733	7	3426
1734	14	3412
1735	7	3425
1736	8	3425
1737	9	3424
1738	11	3422
1739	12	3421
1740	11	3422
1741	10	3422
1742	12	3421
1743	12	3421
1744	9	3424
1745	8	3425
1746	7	3426
1747	11	3421
1748	8	3424
1749	10	3423
1750	6	3427
1751	11	3422
1752	11	3422
1753	11	3422
1754	14	3417
1755	7	3425
1756	8	3425
1757	13	3418
1758	12	3421
1759	8	3425
1760	9	3424
1761	5	3427
1762	10	3422
1763	12	3421
1764	14	3419
1765	7	3426
1766	17	3416
1767	9	3424
1768	8	3424
1769	9	3422
1770	12	3421
1771	11	3422
1772	6	3427
1773	12	3420
1774	6	3427
1775	14	3418
1776	14	3406
1777	8	3425
1778	10	3423
1779	14	3418
1780	8	3425
1781	8	3425
1782	10	3423
1783	14	3416
1784	12	3421
1785	9	3424
1786	13	3420
1787	12	3421
1788	11	3422
1789	10	3417
1790	14	3419
1791	9	3424
1792	13	3420
1793	10	3422
1794	8	3425
1795	9	3423
1796	9	3424
1797	17	3416
1798	13	3420
1799	9	3423
1800	9	3423
1801	8	3425
1802	12	3416
1803	9	3423
1804	7	3426
1805	13	3420
1806	8	3425
1807	5	3422
1808	8	3425
1809	13	3420
1810	12	3421
1811	9	3424
1812	13	3419
1813	12	3421
1814	20	3411
1815	7	3426
1816	12	3420
1817	13	3420
1818	17	3415
1819	14	3414
1820	16	3417
1821	15	3412
1822	11	3422
1823	7	3426
1824	15	3418
1825	8	3425
1826	9	3424
1827	8	3425
1828	11	3421
1829	10	3422
1830	8	3425
1831	14	3419
1832	11	3420
1833	6	3427
1834	10	3422
1835	7	3426
1836	8	3424
1837	14	3417
1838	8	3425
1839	10	3422
1840	8	3425
1841	14	3419
1842	11	3422
1843	14	3416
1844	14	3419
1845	13	3413
1846	12	3421
1847	8	3424
1848	12	3420
1849	11	3422
1850	11	3421
1851	10	3421
1852	7	3426
1853	12	3421
1854	12	3420
1855	11	3422
1856	6	3427
1857	11	3421
1858	7	3426
1859	14	3419
1860	7	3425
1861	11	3416
1862	14	3413
1863	8	3425
1864	7	3425
1865	9	3424
1866	7	3426
1867	13	3419
