       # Time (ps)   MSD_mean (Angstrom^2)    MSD_std (Angstrom^2)
        682.000000             21.31535987              3.16162004
        684.000000             21.36621847              3.16197215
        686.000000             21.41216705              3.16230742
        688.000000             21.46586999              3.16716607
        690.000000             21.51990358              3.17085496
        692.000000             21.57653177              3.17120097
        694.000000             21.62170994              3.17383007
        696.000000             21.67573463              3.18545066
        698.000000             21.73476763              3.19855218
        700.000000             21.78721984              3.20579349
        702.000000             21.84079449              3.21722552
        704.000000             21.89620724              3.22704325
        706.000000             21.94403866              3.23387550
        708.000000             21.99439309              3.24144332
        710.000000             22.04771278              3.25173367
        712.000000             22.09302607              3.25695650
        714.000000             22.14103425              3.26413401
        716.000000             22.19574953              3.27132637
        718.000000             22.25134595              3.28056291
        720.000000             22.30753475              3.29036995
        722.000000             22.36486601              3.30123611
        724.000000             22.42146223              3.30056651
        726.000000             22.47204920              3.30717240
        728.000000             22.52684852              3.31307079
        730.000000             22.58367633              3.32190667
        732.000000             22.63782147              3.32848519
        734.000000             22.69099356              3.33660927
        736.000000             22.74293324              3.34281191
        738.000000             22.79717387              3.34291334
        740.000000             22.84791913              3.35311749
        742.000000             22.90032411              3.36846312
        744.000000             22.95140417              3.37928293
        746.000000             23.00229949              3.39354230
        748.000000             23.05380412              3.40147816
        750.000000             23.10318467              3.41100465
        752.000000             23.14922018              3.42392339
        754.000000             23.20518656              3.43066405
        756.000000             23.26095434              3.44090366
        758.000000             23.31531487              3.45132085
        760.000000             23.37352000              3.45508641
        762.000000             23.42226664              3.47094813
        764.000000             23.47198586              3.48270205
        766.000000             23.52377363              3.50024729
        768.000000             23.57699430              3.50830609
        770.000000             23.62847150              3.51742909
        772.000000             23.68194807              3.53509291
        774.000000             23.72890068              3.54766289
        776.000000             23.77276051              3.55784620
        778.000000             23.82309062              3.56914408
        780.000000             23.87821441              3.57228192
        782.000000             23.92107361              3.58697583
        784.000000             23.97254787              3.59940844
        786.000000             24.01496143              3.60496475
        788.000000             24.06410028              3.61932495
        790.000000             24.11409978              3.62741460
        792.000000             24.16132908              3.63869819
        794.000000             24.20881469              3.64924170
        796.000000             24.25860488              3.65454879
        798.000000             24.30558579              3.65906581
        800.000000             24.35609505              3.66316761
        802.000000             24.39440844              3.66010892
        804.000000             24.43347330              3.66466043
        806.000000             24.48760675              3.66869395
        808.000000             24.53350902              3.66976221
        810.000000             24.58875032              3.66681899
        812.000000             24.63541066              3.66221232
        814.000000             24.67706381              3.65657681
        816.000000             24.72039606              3.65942434
        818.000000             24.77350319              3.65261531
        820.000000             24.82532588              3.65717082
        822.000000             24.86748699              3.66070356
        824.000000             24.91895246              3.66744503
        826.000000             24.96767880              3.66753992
        828.000000             25.01503928              3.67200755
        830.000000             25.05102609              3.68028279
        832.000000             25.10532385              3.69162588
        834.000000             25.15882483              3.69972873
        836.000000             25.20362973              3.69175918
        838.000000             25.26138196              3.69400273
        840.000000             25.32878145              3.69992175
        842.000000             25.38076619              3.70953234
        844.000000             25.41020836              3.70915987
        846.000000             25.46014729              3.71464472
        848.000000             25.50218526              3.70812603
        850.000000             25.54995200              3.71164438
        852.000000             25.60273284              3.72991246
        854.000000             25.64495497              3.73142543
        856.000000             25.69711911              3.73331391
        858.000000             25.75847569              3.70779010
        860.000000             25.81418687              3.71357338
        862.000000             25.88826617              3.71868703
        864.000000             25.96746725              3.72984128
        866.000000             26.02591125              3.73883254
        868.000000             26.08536705              3.73854685
        870.000000             26.15018477              3.72546249
        872.000000             26.19291443              3.73773058
        874.000000             26.24072084              3.71502806
        876.000000             26.28316205              3.74015352
        878.000000             26.33960649              3.74618964
        880.000000             26.39666557              3.75927092
        882.000000             26.44163571              3.80612327
        884.000000             26.51331153              3.86877334
        886.000000             26.56015546              3.94645449
        888.000000             26.58948851              4.03258724
        890.000000             26.67790475              4.11854426
        892.000000             26.72460097              4.16053277
        894.000000             26.73749203              4.14381849
        896.000000             26.75304930              4.17773846
        898.000000             26.82601226              4.22510142
