       # Time (ps)   MSD_mean (Angstrom^2)    MSD_std (Angstrom^2)
        308.000000              0.87753478              0.07075152
        310.000000              0.88139191              0.07053654
        312.000000              0.88197746              0.07155883
        314.000000              0.88439865              0.07196896
        316.000000              0.88705411              0.07298927
        318.000000              0.88855779              0.07251608
        320.000000              0.89096745              0.07322040
        322.000000              0.89345602              0.07433145
        324.000000              0.89668300              0.07396086
        326.000000              0.89858387              0.07548518
        328.000000              0.90036098              0.07538296
        330.000000              0.90289570              0.07624252
        332.000000              0.90578147              0.07723762
        334.000000              0.90704132              0.07688051
        336.000000              0.91031416              0.07765908
        338.000000              0.91203447              0.07767122
        340.000000              0.91392616              0.07877862
        342.000000              0.91684435              0.07947631
        344.000000              0.91980894              0.07946916
        346.000000              0.92058893              0.08020487
        348.000000              0.92288997              0.08084708
        350.000000              0.92505704              0.08107727
        352.000000              0.92799359              0.08244812
        354.000000              0.92975403              0.08167664
        356.000000              0.93235191              0.08334828
        358.000000              0.93464293              0.08280405
        360.000000              0.93632926              0.08354508
        362.000000              0.93888480              0.08483774
        364.000000              0.94095310              0.08525468
        366.000000              0.94368905              0.08555919
        368.000000              0.94438649              0.08627483
        370.000000              0.94842551              0.08654278
        372.000000              0.95017663              0.08788878
        374.000000              0.95174106              0.08775536
        376.000000              0.95339735              0.08907055
        378.000000              0.95612755              0.08861792
        380.000000              0.95796512              0.08804522
        382.000000              0.96013106              0.08888114
        384.000000              0.96252070              0.08928855
        386.000000              0.96510781              0.08861422
        388.000000              0.96707354              0.08964710
        390.000000              0.96898640              0.08986358
        392.000000              0.97286587              0.08852506
        394.000000              0.97361262              0.08966678
        396.000000              0.97596256              0.09085643
        398.000000              0.97924920              0.09038979
        400.000000              0.98019232              0.08996882
        402.000000              0.98265589              0.09131523
        404.000000              0.98521662              0.09170740
        406.000000              0.98578211              0.09062700
        408.000000              0.98867783              0.09265327
        410.000000              0.99127346              0.09145965
        412.000000              0.99230494              0.09222729
        414.000000              0.99423011              0.09199061
        416.000000              0.99782909              0.09277608
        418.000000              0.99896154              0.09257595
        420.000000              1.00099800              0.09343083
        422.000000              1.00349861              0.09399393
        424.000000              1.00504904              0.09417931
        426.000000              1.00789395              0.09460771
        428.000000              1.00926114              0.09560060
        430.000000              1.01192907              0.09580202
        432.000000              1.01403691              0.09539362
        434.000000              1.01542175              0.09590212
        436.000000              1.01811832              0.09712985
        438.000000              1.02037323              0.09644677
        440.000000              1.02256807              0.09817701
        442.000000              1.02318568              0.09776562
        444.000000              1.02682550              0.09819448
        446.000000              1.02979593              0.09724428
        448.000000              1.03029145              0.09726796
        450.000000              1.03275856              0.09833996
        452.000000              1.03506959              0.09817346
        454.000000              1.03673455              0.09734345
        456.000000              1.03908356              0.09798835
        458.000000              1.04039478              0.09757283
        460.000000              1.04330612              0.09795092
        462.000000              1.04530573              0.09769823
        464.000000              1.04626961              0.09722989
        466.000000              1.04800301              0.09811830
        468.000000              1.05010436              0.09802639
        470.000000              1.05196602              0.09818123
        472.000000              1.05450192              0.09733763
        474.000000              1.05582223              0.09869840
        476.000000              1.05794910              0.09817954
        478.000000              1.05976413              0.09859445
        480.000000              1.06164780              0.09767793
        482.000000              1.06351247              0.09861805
        484.000000              1.06571449              0.09844654
        486.000000              1.06785665              0.09963979
        488.000000              1.06911636              0.09795621
        490.000000              1.07140775              0.09883433
        492.000000              1.07224509              0.09972684
        494.000000              1.07474773              0.09919211
        496.000000              1.07623005              0.09904066
        498.000000              1.07777245              0.10023989
        500.000000              1.07880414              0.09890023
        502.000000              1.08141449              0.10025582
        504.000000              1.08425195              0.09999830
        506.000000              1.08495779              0.10103112
        508.000000              1.08544412              0.09911634
        510.000000              1.08882875              0.10057079
        512.000000              1.09002685              0.10151201
        514.000000              1.09096149              0.09997944
        516.000000              1.09288253              0.10076759
        518.000000              1.09540313              0.10207816
        520.000000              1.09678250              0.10073390
        522.000000              1.09752721              0.10045068
        524.000000              1.10065236              0.10216492
        526.000000              1.10252096              0.09950684
        528.000000              1.10331290              0.10034686
        530.000000              1.10607555              0.10100505
        532.000000              1.10913942              0.09993838
        534.000000              1.10890651              0.09872588
        536.000000              1.11170623              0.10144014
        538.000000              1.11361033              0.10043756
        540.000000              1.11452175              0.10034627
        542.000000              1.11688515              0.10038495
        544.000000              1.11941885              0.10076003
        546.000000              1.12047966              0.09915612
        548.000000              1.12290485              0.10056708
        550.000000              1.12388870              0.10226251
        552.000000              1.12684232              0.10277373
        554.000000              1.12904079              0.10302457
        556.000000              1.12995457              0.10442786
        558.000000              1.13211773              0.10444562
        560.000000              1.13481303              0.10436345
        562.000000              1.13566861              0.10626659
        564.000000              1.13717028              0.10596654
        566.000000              1.14016925              0.10536859
        568.000000              1.14216878              0.10705337
        570.000000              1.14262986              0.10743092
        572.000000              1.14445702              0.10610558
        574.000000              1.14771246              0.10814522
        576.000000              1.14847496              0.10762457
        578.000000              1.15026943              0.10753431
        580.000000              1.15352913              0.10727114
        582.000000              1.15450914              0.10877032
        584.000000              1.15557120              0.10772231
        586.000000              1.15876279              0.10781387
        588.000000              1.15913358              0.10797060
        590.000000              1.16072255              0.10766402
        592.000000              1.16341637              0.10803910
        594.000000              1.16371426              0.10786596
        596.000000              1.16567682              0.10812169
        598.000000              1.16849499              0.10857862
        600.000000              1.16972206              0.10834455
        602.000000              1.17217641              0.11016635
        604.000000              1.17373590              0.11030610
        606.000000              1.17638781              0.10971654
        608.000000              1.17719726              0.11087348
        610.000000              1.17898396              0.11090251
        612.000000              1.18109552              0.11103237
        614.000000              1.18214908              0.11176152
        616.000000              1.18428040              0.11226476
        618.000000              1.18622661              0.11321803
        620.000000              1.18922166              0.11155369
        622.000000              1.18986859              0.11235413
        624.000000              1.18985558              0.11351990
        626.000000              1.19305880              0.11259311
        628.000000              1.19651550              0.11315574
        630.000000              1.19614102              0.11338227
        632.000000              1.19924609              0.11121397
        634.000000              1.20108027              0.11182217
        636.000000              1.20134945              0.11269374
        638.000000              1.20405331              0.11241974
        640.000000              1.20683605              0.11140838
        642.000000              1.20687202              0.11278188
        644.000000              1.21060923              0.11336528
        646.000000              1.21341308              0.11322934
        648.000000              1.21487397              0.11380390
        650.000000              1.21690114              0.11421735
        652.000000              1.21855603              0.11366992
        654.000000              1.22100124              0.11390452
        656.000000              1.22260494              0.11577907
        658.000000              1.22527451              0.11685291
        660.000000              1.22761340              0.11558936
        662.000000              1.22944004              0.11480700
        664.000000              1.23146231              0.11518564
        666.000000              1.23316981              0.11474844
        668.000000              1.23568381              0.11601570
        670.000000              1.23737830              0.11460996
        672.000000              1.23889625              0.11496775
        674.000000              1.24128934              0.11432869
        676.000000              1.24222314              0.11361743
        678.000000              1.24439991              0.11423006
        680.000000              1.24831888              0.11322887
        682.000000              1.24784070              0.11414502
        684.000000              1.25098392              0.11328643
        686.000000              1.25489343              0.11281397
        688.000000              1.25416072              0.11482960
        690.000000              1.25695211              0.11474892
        692.000000              1.25965207              0.11445934
        694.000000              1.25854090              0.11488908
        696.000000              1.26242867              0.11442970
        698.000000              1.26459014              0.11203533
        700.000000              1.26541216              0.11432488
        702.000000              1.26624170              0.11393667
        704.000000              1.26918211              0.11296963
        706.000000              1.27104486              0.11315775
        708.000000              1.27395600              0.11435006
        710.000000              1.27628274              0.11331750
        712.000000              1.27548178              0.11271307
        714.000000              1.27780944              0.11375844
        716.000000              1.28082610              0.11306827
        718.000000              1.28224924              0.11004868
        720.000000              1.28320618              0.11215556
        722.000000              1.28467124              0.11304737
        724.000000              1.28737840              0.11123181
        726.000000              1.28847232              0.11172788
        728.000000              1.28883113              0.11241870
        730.000000              1.29192716              0.11214361
        732.000000              1.29294449              0.11033294
        734.000000              1.29544306              0.11059411
        736.000000              1.29662550              0.11352843
        738.000000              1.29958326              0.11131556
        740.000000              1.29985341              0.11201081
        742.000000              1.30245438              0.11177396
        744.000000              1.30498227              0.11154425
        746.000000              1.30594942              0.11110087
        748.000000              1.30774780              0.11162173
        750.000000              1.30948158              0.11189625
        752.000000              1.31071291              0.11129584
        754.000000              1.31395347              0.11217315
        756.000000              1.31576620              0.11124820
        758.000000              1.31676742              0.11195585
        760.000000              1.32021440              0.11161003
        762.000000              1.32267127              0.11098898
        764.000000              1.32625176              0.11294826
        766.000000              1.32713942              0.11214486
        768.000000              1.32781446              0.11135117
        770.000000              1.32912652              0.11189583
        772.000000              1.33261316              0.11130149
        774.000000              1.33312154              0.10999758
        776.000000              1.33395954              0.10931214
        778.000000              1.33792036              0.10779269
        780.000000              1.33873670              0.10965400
        782.000000              1.34006855              0.10784854
        784.000000              1.34141218              0.10697825
        786.000000              1.34303303              0.10555007
        788.000000              1.34484826              0.10674612
        790.000000              1.34723990              0.10639298
        792.000000              1.34959560              0.10524277
        794.000000              1.35015336              0.10434716
        796.000000              1.35262775              0.10606982
        798.000000              1.35409511              0.10525679
        800.000000              1.35526490              0.10470019
        802.000000              1.35829283              0.10589852
        804.000000              1.35937026              0.10436602
        806.000000              1.36196259              0.10406836
        808.000000              1.36516095              0.10131273
        810.000000              1.36722203              0.10223888
        812.000000              1.36925537              0.10002720
        814.000000              1.37043308              0.09840693
        816.000000              1.37118857              0.10084831
        818.000000              1.37420151              0.09858077
        820.000000              1.37709488              0.09964384
        822.000000              1.37581256              0.09874875
        824.000000              1.37791021              0.09843177
        826.000000              1.38028770              0.09603554
        828.000000              1.37970878              0.09569056
        830.000000              1.38301413              0.09685109
        832.000000              1.38459348              0.09306426
        834.000000              1.38245500              0.09393032
        836.000000              1.38490605              0.09185779
        838.000000              1.39085478              0.09082986
        840.000000              1.38652279              0.09080011
        842.000000              1.38813984              0.08904776
        844.000000              1.39063971              0.08976141
        846.000000              1.39321290              0.08971269
        848.000000              1.39125015              0.08786448
        850.000000              1.39540278              0.09055458
        852.000000              1.39773998              0.08814404
        854.000000              1.39892732              0.08787648
        856.000000              1.39938740              0.09133615
        858.000000              1.39958009              0.08957408
        860.000000              1.40257565              0.08994926
        862.000000              1.40146943              0.08966853
        864.000000              1.40371245              0.09383801
        866.000000              1.40420113              0.09182100
        868.000000              1.40679793              0.09483833
        870.000000              1.40474879              0.09451339
        872.000000              1.40763757              0.09581048
        874.000000              1.41045828              0.10046691
        876.000000              1.40868574              0.09571674
        878.000000              1.41173682              0.09783023
        880.000000              1.41473220              0.09920203
        882.000000              1.41316454              0.09648480
        884.000000              1.41503126              0.09810574
        886.000000              1.42043544              0.10016330
        888.000000              1.42287563              0.10314018
        890.000000              1.42237535              0.10017368
        892.000000              1.42551691              0.10346171
        894.000000              1.42719378              0.10409699
        896.000000              1.42604663              0.10704272
        898.000000              1.42995488              0.10551022
        900.000000              1.42977004              0.10878526
        902.000000              1.43307065              0.10947300
        904.000000              1.43233677              0.11166672
        906.000000              1.43720172              0.11138821
        908.000000              1.43806379              0.11365687
        910.000000              1.43640496              0.11518824
        912.000000              1.43911413              0.11515064
        914.000000              1.43706142              0.11733308
        916.000000              1.44473940              0.12220474
        918.000000              1.44812167              0.12302308
        920.000000              1.44763827              0.12793511
        922.000000              1.45406253              0.13174959
        924.000000              1.45661754              0.12717343
        926.000000              1.45569284              0.13293927
        928.000000              1.45801404              0.13501467
        930.000000              1.46094949              0.13643438
        932.000000              1.46402561              0.13853080
        934.000000              1.46790345              0.14134195
        936.000000              1.47113764              0.14282276
        938.000000              1.47895235              0.14676601
        940.000000              1.47617007              0.14468648
        942.000000              1.47924469              0.14830300
        944.000000              1.48256786              0.15080703
        946.000000              1.48276203              0.15329598
        948.000000              1.48712423              0.15568243
        950.000000              1.49108654              0.15082451
        952.000000              1.49540187              0.15534301
        954.000000              1.50125412              0.15787561
        956.000000              1.50708448              0.14939157
        958.000000              1.51093277              0.15069284
        960.000000              1.51439644              0.14572538
        962.000000              1.52066261              0.14423182
        964.000000              1.52050212              0.14021781
        966.000000              1.52429498              0.13750992
        968.000000              1.52487821              0.13996278
        970.000000              1.53280310              0.13429325
        972.000000              1.53265603              0.12724826
        974.000000              1.54119255              0.12982452
        976.000000              1.54177594              0.13383323
        978.000000              1.54038086              0.12637523
        980.000000              1.55194614              0.13066543
        982.000000              1.54968376              0.12769437
        984.000000              1.55246387              0.13582400
        986.000000              1.56830007              0.12992782
        988.000000              1.57666492              0.14337515
        990.000000              1.56800992              0.14102417
        992.000000              1.56790125              0.14249369
        994.000000              1.57453338              0.14701675
        996.000000              1.57969607              0.14342764
        998.000000              1.51501279              0.14472276
