       # Time (ps)   MSD_mean (Angstrom^2)    MSD_std (Angstrom^2)
        462.000000              1.03618375              0.12374365
        464.000000              1.03764656              0.12345188
        466.000000              1.03957415              0.12381110
        468.000000              1.04193801              0.12440498
        470.000000              1.04362445              0.12442518
        472.000000              1.04603900              0.12415933
        474.000000              1.04833219              0.12566541
        476.000000              1.05002007              0.12549699
        478.000000              1.05287564              0.12678671
        480.000000              1.05442104              0.12613138
        482.000000              1.05641137              0.12841702
        484.000000              1.05877347              0.12802594
        486.000000              1.06086635              0.12807120
        488.000000              1.06256138              0.12755868
        490.000000              1.06498313              0.12867695
        492.000000              1.06575719              0.13037586
        494.000000              1.06814825              0.13077172
        496.000000              1.06977339              0.13024432
        498.000000              1.07082520              0.13146219
        500.000000              1.07236530              0.13138522
        502.000000              1.07447202              0.13149973
        504.000000              1.07820910              0.13308695
        506.000000              1.07872691              0.13324050
        508.000000              1.07992164              0.13290834
        510.000000              1.08311485              0.13470596
        512.000000              1.08488425              0.13493803
        514.000000              1.08576481              0.13423123
        516.000000              1.08777497              0.13539384
        518.000000              1.09032100              0.13661735
        520.000000              1.09206486              0.13621069
        522.000000              1.09308571              0.13600656
        524.000000              1.09686809              0.13768040
        526.000000              1.09890923              0.13623394
        528.000000              1.09968995              0.13794227
        530.000000              1.10281177              0.13843158
        532.000000              1.10578946              0.13807895
        534.000000              1.10651802              0.13727363
        536.000000              1.10883556              0.13973137
        538.000000              1.11073901              0.13890404
        540.000000              1.11174971              0.13971137
        542.000000              1.11395532              0.13944776
        544.000000              1.11627299              0.14061305
        546.000000              1.11781207              0.13993158
        548.000000              1.11992124              0.14206378
        550.000000              1.12072257              0.14234902
        552.000000              1.12347701              0.14409878
        554.000000              1.12634630              0.14402355
        556.000000              1.12718835              0.14569374
        558.000000              1.12864269              0.14620285
        560.000000              1.13155618              0.14686743
        562.000000              1.13264352              0.14782420
        564.000000              1.13310757              0.14781501
        566.000000              1.13715688              0.14869256
        568.000000              1.13838678              0.14926706
        570.000000              1.13947287              0.15015872
        572.000000              1.14097893              0.14924215
        574.000000              1.14394538              0.15199137
        576.000000              1.14399630              0.15186043
        578.000000              1.14559554              0.15199795
        580.000000              1.14889413              0.15151494
        582.000000              1.14944779              0.15196957
        584.000000              1.15057913              0.15254215
        586.000000              1.15346291              0.15267505
        588.000000              1.15458502              0.15301886
        590.000000              1.15638647              0.15230102
        592.000000              1.15895279              0.15323727
        594.000000              1.15990572              0.15221923
        596.000000              1.16143962              0.15324430
        598.000000              1.16403558              0.15292368
        600.000000              1.16533522              0.15271223
        602.000000              1.16814802              0.15338753
        604.000000              1.16876676              0.15434110
        606.000000              1.17185144              0.15443830
        608.000000              1.17264668              0.15480671
        610.000000              1.17408926              0.15477617
        612.000000              1.17681850              0.15583244
        614.000000              1.17811843              0.15587134
        616.000000              1.17942553              0.15534751
        618.000000              1.18083668              0.15696429
        620.000000              1.18364932              0.15571312
        622.000000              1.18417980              0.15560269
        624.000000              1.18447806              0.15678877
        626.000000              1.18675266              0.15444434
        628.000000              1.18998414              0.15674953
        630.000000              1.18979233              0.15597758
        632.000000              1.19329432              0.15487097
        634.000000              1.19400066              0.15472007
        636.000000              1.19435032              0.15580074
        638.000000              1.19688725              0.15543023
        640.000000              1.19952603              0.15517059
        642.000000              1.19875601              0.15480545
        644.000000              1.20180587              0.15593513
        646.000000              1.20455402              0.15656082
        648.000000              1.20540464              0.15687861
        650.000000              1.20684208              0.15584764
        652.000000              1.20805602              0.15498560
        654.000000              1.21098828              0.15570503
        656.000000              1.21233943              0.15644434
        658.000000              1.21491467              0.15647020
        660.000000              1.21718955              0.15559274
        662.000000              1.21902506              0.15552747
        664.000000              1.22128491              0.15578995
        666.000000              1.22254145              0.15574157
        668.000000              1.22499385              0.15670499
        670.000000              1.22646801              0.15448187
        672.000000              1.22844838              0.15635896
        674.000000              1.23084473              0.15470231
        676.000000              1.23196168              0.15404070
        678.000000              1.23377714              0.15489250
        680.000000              1.23720056              0.15479611
        682.000000              1.23737536              0.15534425
        684.000000              1.24036302              0.15468606
        686.000000              1.24457641              0.15471647
        688.000000              1.24464587              0.15665149
        690.000000              1.24647456              0.15607970
        692.000000              1.24952267              0.15589430
        694.000000              1.24831560              0.15692376
        696.000000              1.25169214              0.15614156
        698.000000              1.25389616              0.15440034
        700.000000              1.25475702              0.15810193
        702.000000              1.25505795              0.15664880
        704.000000              1.25793506              0.15419540
        706.000000              1.25983239              0.15692122
        708.000000              1.26180370              0.15655069
        710.000000              1.26518862              0.15589428
        712.000000              1.26455687              0.15639659
        714.000000              1.26792187              0.15653016
        716.000000              1.27060053              0.15589947
        718.000000              1.27224579              0.15336348
        720.000000              1.27339026              0.15554295
        722.000000              1.27429905              0.15657921
        724.000000              1.27824535              0.15359930
        726.000000              1.27868422              0.15365935
        728.000000              1.27939241              0.15462648
        730.000000              1.28280150              0.15533225
        732.000000              1.28350972              0.15385197
        734.000000              1.28599704              0.15327322
        736.000000              1.28735163              0.15707234
        738.000000              1.29090033              0.15575534
        740.000000              1.29032243              0.15613743
        742.000000              1.29346054              0.15563400
        744.000000              1.29613144              0.15580197
        746.000000              1.29619507              0.15587629
        748.000000              1.29827059              0.15599330
        750.000000              1.29975866              0.15616192
        752.000000              1.30156438              0.15704431
        754.000000              1.30385940              0.15850880
        756.000000              1.30660634              0.15834653
        758.000000              1.30752294              0.15928835
        760.000000              1.31016237              0.15990074
        762.000000              1.31175050              0.15809896
        764.000000              1.31592632              0.15882345
        766.000000              1.31511475              0.16096971
        768.000000              1.31631136              0.15892533
        770.000000              1.31822934              0.15953219
        772.000000              1.32033760              0.15800066
        774.000000              1.32062290              0.15784338
        776.000000              1.32244151              0.15889591
        778.000000              1.32528041              0.15761183
        780.000000              1.32656278              0.15910806
        782.000000              1.32763447              0.15910532
        784.000000              1.32819962              0.15862553
        786.000000              1.32911706              0.15707712
        788.000000              1.33155208              0.15856037
        790.000000              1.33246798              0.15788157
        792.000000              1.33399542              0.15808313
        794.000000              1.33573212              0.15627497
        796.000000              1.33795467              0.16026768
        798.000000              1.33967964              0.15879073
        800.000000              1.34099357              0.15704886
        802.000000              1.34479182              0.16050613
        804.000000              1.34590073              0.15918049
        806.000000              1.34826277              0.15931680
        808.000000              1.35154323              0.15648491
        810.000000              1.35299534              0.15650227
        812.000000              1.35476116              0.15737063
        814.000000              1.35610167              0.15439954
        816.000000              1.35725381              0.15834717
        818.000000              1.35864188              0.15825283
        820.000000              1.36134982              0.15989586
        822.000000              1.36077695              0.16090794
        824.000000              1.36207573              0.16260446
        826.000000              1.36291977              0.15988705
        828.000000              1.36400941              0.16268948
        830.000000              1.36614140              0.16355398
        832.000000              1.36906814              0.16177550
        834.000000              1.36676868              0.16435096
        836.000000              1.36804088              0.16464128
        838.000000              1.37374321              0.16381805
        840.000000              1.37102387              0.16533215
        842.000000              1.37123795              0.16415051
        844.000000              1.37441909              0.16558863
        846.000000              1.37692603              0.16583638
        848.000000              1.37447798              0.16488286
        850.000000              1.37890725              0.16844590
        852.000000              1.38056920              0.16838956
        854.000000              1.38186007              0.16656732
        856.000000              1.38247431              0.17153853
        858.000000              1.38274297              0.16971510
        860.000000              1.38641740              0.17171691
        862.000000              1.38482761              0.17094529
        864.000000              1.38674708              0.17749921
        866.000000              1.38722027              0.17559436
        868.000000              1.39056428              0.17929330
        870.000000              1.38895358              0.18003836
        872.000000              1.39162775              0.18042960
        874.000000              1.39496437              0.18558628
        876.000000              1.39302104              0.18031703
        878.000000              1.39705935              0.18276870
        880.000000              1.39963838              0.18468018
        882.000000              1.39819257              0.18326893
        884.000000              1.40036611              0.18458663
        886.000000              1.40649189              0.18791483
        888.000000              1.40714544              0.19002642
        890.000000              1.40704112              0.18904124
        892.000000              1.41023501              0.18994889
        894.000000              1.41221293              0.19106727
        896.000000              1.41219316              0.19438522
        898.000000              1.41458421              0.19338996
        900.000000              1.41448787              0.19691641
        902.000000              1.41646502              0.19917814
        904.000000              1.41672089              0.20131084
        906.000000              1.42091853              0.20210579
        908.000000              1.42055657              0.20559424
        910.000000              1.41862332              0.20588452
        912.000000              1.42176793              0.20900053
        914.000000              1.42133609              0.20891801
        916.000000              1.42896937              0.21124383
        918.000000              1.43387334              0.21374658
        920.000000              1.43137889              0.21931022
        922.000000              1.43827816              0.22131409
        924.000000              1.44155384              0.21764111
        926.000000              1.44189943              0.22392156
        928.000000              1.44662108              0.22525738
        930.000000              1.45154661              0.22609405
        932.000000              1.45429540              0.23129009
        934.000000              1.45976153              0.23319720
        936.000000              1.46427266              0.23557729
        938.000000              1.47511912              0.23880708
        940.000000              1.47128246              0.23688643
        942.000000              1.47567061              0.24176884
        944.000000              1.47953822              0.24265741
        946.000000              1.47965817              0.24441417
        948.000000              1.48349161              0.24745481
        950.000000              1.48711269              0.24075880
        952.000000              1.49067892              0.24666322
        954.000000              1.49657653              0.24782712
        956.000000              1.49871673              0.23829876
        958.000000              1.50433150              0.23998579
        960.000000              1.50617771              0.23596834
        962.000000              1.51211674              0.23437915
        964.000000              1.51363186              0.23113614
        966.000000              1.52138206              0.22462163
        968.000000              1.51692652              0.23065386
        970.000000              1.52522136              0.21876815
        972.000000              1.52631231              0.21424302
        974.000000              1.53508455              0.21558495
        976.000000              1.53766938              0.22190690
        978.000000              1.53327948              0.21340571
        980.000000              1.54076157              0.20731900
        982.000000              1.54133542              0.20873928
        984.000000              1.54048625              0.20896441
        986.000000              1.54746093              0.19459134
        988.000000              1.55164253              0.20399783
        990.000000              1.54218828              0.19216733
        992.000000              1.54829351              0.18104028
        994.000000              1.55173105              0.18655472
        996.000000              1.56611228              0.22001046
        998.000000              1.55182821              0.21759266
