# Hop_Value_(h)	PDF
1.05786514	0.13917882
1.06931064	0.13513740
1.08075614	0.13129225
1.09220164	0.12770503
1.10364714	0.12441402
1.11509265	0.12143844
1.12653815	0.11878380
1.13798365	0.11639855
1.14942915	0.11413499
1.16087465	0.11179966
1.17232015	0.10926666
1.18376565	0.10655271
1.19521116	0.10378565
1.20665666	0.10108781
1.21810216	0.09849139
1.22954766	0.09598166
1.24099316	0.09359947
1.25243866	0.09144430
1.26388417	0.08955069
1.27532967	0.08778886
1.28677517	0.08593385
1.29822067	0.08385486
1.30966617	0.08162977
1.32111167	0.07947703
1.33255717	0.07759241
1.34400268	0.07603464
1.35544818	0.07471447
1.36689368	0.07345962
1.37833918	0.07210554
1.38978468	0.07056978
1.40123018	0.06888301
1.41267568	0.06715956
1.42412119	0.06551786
1.43556669	0.06400773
1.44701219	0.06260101
1.45845769	0.06123674
1.46990319	0.05986494
1.48134869	0.05846802
1.49279420	0.05707717
1.50423970	0.05576825
1.51568520	0.05461083
1.52713070	0.05361080
1.53857620	0.05269966
1.55002170	0.05176225
1.56146720	0.05069389
1.57291271	0.04948152
1.58435821	0.04823446
1.59580371	0.04710615
1.60724921	0.04618362
1.61869471	0.04544822
1.63014021	0.04480651
1.64158571	0.04414481
1.65303122	0.04338526
1.66447672	0.04251698
1.67592222	0.04157979
1.68736772	0.04062654
1.69881322	0.03970630
1.71025872	0.03886162
1.72170423	0.03810895
1.73314973	0.03741997
1.74459523	0.03674755
1.75604073	0.03607197
1.76748623	0.03539918
1.77893173	0.03472571
1.79037723	0.03404839
1.80182274	0.03340664
1.81326824	0.03286609
1.82471374	0.03244612
1.83615924	0.03209702
1.84760474	0.03175419
1.85905024	0.03138236
1.87049574	0.03096472
1.88194125	0.03048747
1.89338675	0.02994999
1.90483225	0.02936410
1.91627775	0.02872488
1.92772325	0.02800235
1.93916875	0.02718608
1.95061426	0.02632791
1.96205976	0.02551800
1.97350526	0.02482333
1.98495076	0.02426608
1.99639626	0.02385036
2.00784176	0.02357450
2.01928726	0.02339976
2.03073277	0.02322612
2.04217827	0.02293330
2.05362377	0.02246601
2.06506927	0.02187903
2.07651477	0.02129610
2.08796027	0.02082886
2.09940577	0.02052583
2.11085128	0.02036472
2.12229678	0.02026290
2.13374228	0.02009912
2.14518778	0.01976415
2.15663328	0.01923720
2.16807878	0.01862436
2.17952429	0.01808818
2.19096979	0.01771499
2.20241529	0.01746052
2.21386079	0.01722184
2.22530629	0.01693524
2.23675179	0.01660530
2.24819729	0.01627459
2.25964280	0.01598002
2.27108830	0.01571949
2.28253380	0.01545352
2.29397930	0.01514941
2.30542480	0.01481798
2.31687030	0.01449920
2.32831580	0.01422778
2.33976131	0.01401588
2.35120681	0.01384256
2.36265231	0.01365179
2.37409781	0.01338619
2.38554331	0.01303807
2.39698881	0.01265992
2.40843432	0.01232141
2.41987982	0.01206017
2.43132532	0.01186747
2.44277082	0.01170793
2.45421632	0.01154840
2.46566182	0.01137320
2.47710732	0.01118156
2.48855283	0.01097605
2.49999833	0.01075525
2.51144383	0.01052338
2.52288933	0.01030772
2.53433483	0.01014973
2.54578033	0.01006527
2.55722583	0.01002250
2.56867134	0.00996616
2.58011684	0.00985602
2.59156234	0.00968383
2.60300784	0.00947036
2.61445334	0.00925123
2.62589884	0.00905585
2.63734435	0.00889418
2.64878985	0.00876339
2.66023535	0.00865904
2.67168085	0.00857129
2.68312635	0.00847692
2.69457185	0.00835064
2.70601735	0.00818887
2.71746286	0.00801576
2.72890836	0.00786094
2.74035386	0.00773105
2.75179936	0.00760481
2.76324486	0.00745854
2.77469036	0.00729571
2.78613586	0.00714724
2.79758137	0.00704214
2.80902687	0.00697840
2.82047237	0.00692133
2.83191787	0.00683217
2.84336337	0.00670277
2.85480887	0.00655915
2.86625438	0.00642765
2.87769988	0.00630574
2.88914538	0.00617405
2.90059088	0.00602819
2.91203638	0.00588428
2.92348188	0.00575650
2.93492738	0.00564324
2.94637289	0.00553845
2.95781839	0.00544869
2.96926389	0.00539148
2.98070939	0.00537223
2.99215489	0.00536500
3.00360039	0.00532580
3.01504589	0.00523194
3.02649140	0.00510500
3.03793690	0.00498954
3.04938240	0.00490826
3.06082790	0.00484090
3.07227340	0.00474955
3.08371890	0.00462263
3.09516441	0.00448791
3.10660991	0.00438051
3.11805541	0.00430491
3.12950091	0.00423582
3.14094641	0.00415130
3.15239191	0.00405416
3.16383741	0.00396246
3.17528292	0.00388881
3.18672842	0.00383016
3.19817392	0.00377393
3.20961942	0.00371428
3.22106492	0.00365922
3.23251042	0.00361606
3.24395592	0.00357497
3.25540143	0.00351618
3.26684693	0.00343055
3.27829243	0.00332475
3.28973793	0.00320998
3.30118343	0.00309558
3.31262893	0.00298974
3.32407444	0.00289602
3.33551994	0.00281199
3.34696544	0.00273963
3.35841094	0.00269231
3.36985644	0.00268091
3.38130194	0.00269554
3.39274744	0.00271136
3.40419295	0.00271280
3.41563845	0.00270432
3.42708395	0.00269665
3.43852945	0.00269001
3.44997495	0.00267472
3.46142045	0.00264252
3.47286595	0.00259220
3.48431146	0.00252808
3.49575696	0.00245851
3.50720246	0.00239316
3.51864796	0.00233602
3.53009346	0.00228260
3.54153896	0.00223083
3.55298447	0.00219186
3.56442997	0.00218108
3.57587547	0.00219906
3.58732097	0.00222805
3.59876647	0.00224654
3.61021197	0.00224318
3.62165747	0.00221898
3.63310298	0.00218162
3.64454848	0.00213966
3.65599398	0.00209970
3.66743948	0.00206544
3.67888498	0.00203620
3.69033048	0.00200511
3.70177598	0.00196237
3.71322149	0.00190502
3.72466699	0.00184167
3.73611249	0.00178511
3.74755799	0.00174163
3.75900349	0.00170910
3.77044899	0.00168211
3.78189450	0.00165714
3.79334000	0.00163460
3.80478550	0.00161729
3.81623100	0.00160574
3.82767650	0.00159521
3.83912200	0.00157921
3.85056750	0.00155531
3.86201301	0.00152668
3.87345851	0.00149901
3.88490401	0.00147662
3.89634951	0.00145957
3.90779501	0.00144366
3.91924051	0.00142473
3.93068602	0.00140334
3.94213152	0.00138401
3.95357702	0.00137052
3.96502252	0.00136410
3.97646802	0.00136451
3.98791352	0.00136900
3.99935902	0.00137079
4.01080453	0.00136222
4.02225003	0.00134069
4.03369553	0.00131136
4.04514103	0.00128280
4.05658653	0.00125911
4.06803203	0.00123704
4.07947753	0.00121085
4.09092304	0.00117844
4.10236854	0.00114248
4.11381404	0.00110746
4.12525954	0.00107496
4.13670504	0.00104225
4.14815054	0.00100797
4.15959605	0.00097800
4.17104155	0.00096069
4.18248705	0.00095569
4.19393255	0.00095133
4.20537805	0.00093495
4.21682355	0.00090591
4.22826905	0.00087728
4.23971456	0.00086305
4.25116006	0.00086358
4.26260556	0.00086612
4.27405106	0.00085966
4.28549656	0.00084610
4.29694206	0.00083582
4.30838756	0.00083522
4.31983307	0.00084078
4.33127857	0.00084317
4.34272407	0.00083499
4.35416957	0.00081533
4.36561507	0.00078909
4.37706057	0.00076249
4.38850608	0.00073990
4.39995158	0.00072487
4.41139708	0.00072100
4.42284258	0.00072917
4.43428808	0.00074462
4.44573358	0.00075909
4.45717908	0.00076591
4.46862459	0.00076162
4.48007009	0.00074253
4.49151559	0.00070370
4.50296109	0.00064591
4.51440659	0.00058212
4.52585209	0.00053137
4.53729759	0.00050413
4.54874310	0.00049623
4.56018860	0.00049708
4.57163410	0.00050098
4.58307960	0.00050942
4.59452510	0.00052501
4.60597060	0.00054594
4.61741611	0.00056629
4.62886161	0.00058068
4.64030711	0.00058746
4.65175261	0.00058797
4.66319811	0.00058471
4.67464361	0.00058051
4.68608911	0.00057639
4.69753462	0.00056881
4.70898012	0.00055215
4.72042562	0.00052584
4.73187112	0.00049696
4.74331662	0.00047392
4.75476212	0.00045942
4.76620762	0.00045113
4.77765313	0.00044580
4.78909863	0.00043950
4.80054413	0.00042721
4.81198963	0.00040771
4.82343513	0.00038735
4.83488063	0.00037527
4.84632614	0.00037540
4.85777164	0.00038393
4.86921714	0.00039333
4.88066264	0.00039872
4.89210814	0.00040131
4.90355364	0.00040512
4.91499914	0.00041056
4.92644465	0.00041347
4.93789015	0.00041089
4.94933565	0.00040450
4.96078115	0.00039726
4.97222665	0.00038917
4.98367215	0.00037780
4.99511765	0.00036123
5.00656316	0.00034009
5.01800866	0.00031823
5.02945416	0.00030105
5.04089966	0.00029137
5.05234516	0.00028720
5.06379066	0.00028446
5.07523617	0.00028085
5.08668167	0.00027634
5.09812717	0.00027176
5.10957267	0.00026778
5.12101817	0.00026398
5.13246367	0.00025848
5.14390917	0.00025028
5.15535468	0.00024253
5.16680018	0.00024167
5.17824568	0.00025144
5.18969118	0.00026776
5.20113668	0.00028111
5.21258218	0.00028484
5.22402768	0.00028062
5.23547319	0.00027511
5.24691869	0.00027303
5.25836419	0.00027523
5.26980969	0.00028147
5.28125519	0.00029035
5.29270069	0.00029709
5.30414620	0.00029557
5.31559170	0.00028429
5.32703720	0.00026787
5.33848270	0.00025206
5.34992820	0.00023974
5.36137370	0.00023295
5.37281920	0.00023548
5.38426471	0.00024940
5.39571021	0.00026869
5.40715571	0.00027946
5.41860121	0.00026974
5.43004671	0.00024005
5.44149221	0.00020423
5.45293771	0.00018035
5.46438322	0.00017999
5.47582872	0.00020192
5.48727422	0.00023253
5.49871972	0.00025378
5.51016522	0.00025551
5.52161072	0.00024204
5.53305623	0.00022634
5.54450173	0.00021812
5.55594723	0.00021823
5.56739273	0.00022269
5.57883823	0.00022822
5.59028373	0.00023251
5.60172923	0.00023205
5.61317474	0.00022326
5.62462024	0.00020553
5.63606574	0.00018182
5.64751124	0.00015709
5.65895674	0.00013710
5.67040224	0.00012684
5.68184774	0.00012828
5.69329325	0.00013900
5.70473875	0.00015353
5.71618425	0.00016589
5.72762975	0.00017204
5.73907525	0.00017088
5.75052075	0.00016343
5.76196626	0.00015180
5.77341176	0.00013859
5.78485726	0.00012548
5.79630276	0.00011240
5.80774826	0.00009941
5.81919376	0.00008930
5.83063926	0.00008654
5.84208477	0.00009317
5.85353027	0.00010611
5.86497577	0.00011884
5.87642127	0.00012584
5.88786677	0.00012558
5.89931227	0.00011963
5.91075777	0.00011061
5.92220328	0.00010134
5.93364878	0.00009440
5.94509428	0.00009111
5.95653978	0.00009086
5.96798528	0.00009182
5.97943078	0.00009268
5.99087629	0.00009383
6.00232179	0.00009619
6.01376729	0.00009883
6.02521279	0.00009919
6.03665829	0.00009649
6.04810379	0.00009376
6.05954929	0.00009544
6.07099480	0.00010297
6.08244030	0.00011262
6.09388580	0.00011772
6.10533130	0.00011397
6.11677680	0.00010350
6.12822230	0.00009335
6.13966780	0.00008993
6.15111331	0.00009493
6.16255881	0.00010515
6.17400431	0.00011510
6.18544981	0.00012059
6.19689531	0.00012064
6.20834081	0.00011670
6.21978632	0.00011120
6.23123182	0.00010670
6.24267732	0.00010444
6.25412282	0.00010266
6.26556832	0.00009773
6.27701382	0.00008824
6.28845932	0.00007738
6.29990483	0.00007092
6.31135033	0.00007308
6.32279583	0.00008337
6.33424133	0.00009623
6.34568683	0.00010446
6.35713233	0.00010450
6.36857783	0.00009818
6.38002334	0.00008964
6.39146884	0.00008197
6.40291434	0.00007711
6.41435984	0.00007668
6.42580534	0.00008087
6.43725084	0.00008665
6.44869635	0.00008923
6.46014185	0.00008623
6.47158735	0.00008021
6.48303285	0.00007622
6.49447835	0.00007702
6.50592385	0.00008142
6.51736935	0.00008655
6.52881486	0.00009018
6.54026036	0.00009099
6.55170586	0.00008828
6.56315136	0.00008220
6.57459686	0.00007334
6.58604236	0.00006246
6.59748786	0.00005089
6.60893337	0.00004097
6.62037887	0.00003498
6.63182437	0.00003355
6.64326987	0.00003497
6.65471537	0.00003653
6.66616087	0.00003692
6.67760638	0.00003705
6.68905188	0.00003869
6.70049738	0.00004265
6.71194288	0.00004780
6.72338838	0.00005131
6.73483388	0.00005060
6.74627938	0.00004597
6.75772489	0.00004084
6.76917039	0.00003842
6.78061589	0.00003874
6.79206139	0.00003971
6.80350689	0.00004037
6.81495239	0.00004189
6.82639789	0.00004507
6.83784340	0.00004845
6.84928890	0.00004978
6.86073440	0.00004908
6.87217990	0.00004874
6.88362540	0.00005042
6.89507090	0.00005276
6.90651641	0.00005306
6.91796191	0.00005051
6.92940741	0.00004682
6.94085291	0.00004392
6.95229841	0.00004212
6.96374391	0.00004042
6.97518941	0.00003810
6.98663492	0.00003538
6.99808042	0.00003288
7.00952592	0.00003092
7.02097142	0.00002942
7.03241692	0.00002848
7.04386242	0.00002871
7.05530792	0.00003079
7.06675343	0.00003466
7.07819893	0.00003907
7.08964443	0.00004189
7.10108993	0.00004109
7.11253543	0.00003614
7.12398093	0.00002874
7.13542644	0.00002190
7.14687194	0.00001818
7.15831744	0.00001859
7.16976294	0.00002247
7.18120844	0.00002797
7.19265394	0.00003260
7.20409944	0.00003418
7.21554495	0.00003196
7.22699045	0.00002679
7.23843595	0.00002043
7.24988145	0.00001435
7.26132695	0.00000943
7.27277245	0.00000616
7.28421795	0.00000482
7.29566346	0.00000515
7.30710896	0.00000613
7.31855446	0.00000663
7.32999996	0.00000629
7.34144546	0.00000578
7.35289096	0.00000587
7.36433647	0.00000649
7.37578197	0.00000693
7.38722747	0.00000700
7.39867297	0.00000768
7.41011847	0.00001023
7.42156397	0.00001461
7.43300947	0.00001900
7.44445498	0.00002136
7.45590048	0.00002151
7.46734598	0.00002100
7.47879148	0.00002119
7.49023698	0.00002193
7.50168248	0.00002236
7.51312798	0.00002193
7.52457349	0.00002054
7.53601899	0.00001824
7.54746449	0.00001534
7.55890999	0.00001235
7.57035549	0.00000960
7.58180099	0.00000730
7.59324650	0.00000593
7.60469200	0.00000606
7.61613750	0.00000778
7.62758300	0.00001052
7.63902850	0.00001352
7.65047400	0.00001618
7.66191950	0.00001803
7.67336501	0.00001872
7.68481051	0.00001844
7.69625601	0.00001809
7.70770151	0.00001862
7.71914701	0.00002019
7.73059251	0.00002196
7.74203802	0.00002295
7.75348352	0.00002282
7.76492902	0.00002189
7.77637452	0.00002061
7.78782002	0.00001937
7.79926552	0.00001855
7.81071102	0.00001850
7.82215653	0.00001943
7.83360203	0.00002090
7.84504753	0.00002149
7.85649303	0.00001964
7.86793853	0.00001516
7.87938403	0.00000964
7.89082953	0.00000512
7.90227504	0.00000277
7.91372054	0.00000280
7.92516604	0.00000497
7.93661154	0.00000864
7.94805704	0.00001255
7.95950254	0.00001534
7.97094805	0.00001656
7.98239355	0.00001683
7.99383905	0.00001691
8.00528455	0.00001709
8.01673005	0.00001765
8.02817555	0.00001873
8.03962105	0.00001962
8.05106656	0.00001888
8.06251206	0.00001568
8.07395756	0.00001087
8.08540306	0.00000636
8.09684856	0.00000363
8.10829406	0.00000316
8.11973956	0.00000457
8.13118507	0.00000707
8.14263057	0.00000980
8.15407607	0.00001233
8.16552157	0.00001503
8.17696707	0.00001854
8.18841257	0.00002265
8.19985808	0.00002563
8.21130358	0.00002521
8.22274908	0.00002078
8.23419458	0.00001419
8.24564008	0.00000830
8.25708558	0.00000499
8.26853108	0.00000445
8.27997659	0.00000571
8.29142209	0.00000746
8.30286759	0.00000877
8.31431309	0.00000946
8.32575859	0.00000974
8.33720409	0.00000977
8.34864959	0.00000959
8.36009510	0.00000905
8.37154060	0.00000790
8.38298610	0.00000605
8.39443160	0.00000390
8.40587710	0.00000213
8.41732260	0.00000126
8.42876811	0.00000144
8.44021361	0.00000261
8.45165911	0.00000438
8.46310461	0.00000599
8.47455011	0.00000671
8.48599561	0.00000654
8.49744111	0.00000625
8.50888662	0.00000643
8.52033212	0.00000673
8.53177762	0.00000631
8.54322312	0.00000489
8.55466862	0.00000304
8.56611412	0.00000149
8.57755962	0.00000058
8.58900513	0.00000018
8.60045063	0.00000004
8.61189613	0.00000001
8.62334163	0.00000000
8.63478713	0.00000000
8.64623263	0.00000000
8.65767814	0.00000001
8.66912364	0.00000003
8.68056914	0.00000014
8.69201464	0.00000048
8.70346014	0.00000129
8.71490564	0.00000273
8.72635114	0.00000454
8.73779665	0.00000595
8.74924215	0.00000613
8.76068765	0.00000497
8.77213315	0.00000317
8.78357865	0.00000160
8.79502415	0.00000066
8.80646965	0.00000033
8.81791516	0.00000051
8.82936066	0.00000126
8.84080616	0.00000272
8.85225166	0.00000470
8.86369716	0.00000665
8.87514266	0.00000796
8.88658817	0.00000851
8.89803367	0.00000851
8.90947917	0.00000803
8.92092467	0.00000713
8.93237017	0.00000642
8.94381567	0.00000696
8.95526117	0.00000908
8.96670668	0.00001160
8.97815218	0.00001253
8.98959768	0.00001088
9.00104318	0.00000749
9.01248868	0.00000406
9.02393418	0.00000175
9.03537968	0.00000063
9.04682519	0.00000034
9.05827069	0.00000063
9.06971619	0.00000154
9.08116169	0.00000309
9.09260719	0.00000490
9.10405269	0.00000611
9.11549820	0.00000599
9.12694370	0.00000464
9.13838920	0.00000292
9.14983470	0.00000179
9.16128020	0.00000192
9.17272570	0.00000365
9.18417120	0.00000681
9.19561671	0.00001033
9.20706221	0.00001237
9.21850771	0.00001166
9.22995321	0.00000865
9.24139871	0.00000505
9.25284421	0.00000232
9.26428971	0.00000084
9.27573522	0.00000026
9.28718072	0.00000017
9.29862622	0.00000043
9.31007172	0.00000116
9.32151722	0.00000253
9.33296272	0.00000433
9.34440823	0.00000584
9.35585373	0.00000619
9.36729923	0.00000516
9.37874473	0.00000340
9.39019023	0.00000181
9.40163573	0.00000097
9.41308123	0.00000101
9.42452674	0.00000194
9.43597224	0.00000357
9.44741774	0.00000531
9.45886324	0.00000622
9.47030874	0.00000573
9.48175424	0.00000415
9.49319974	0.00000237
9.50464525	0.00000106
9.51609075	0.00000038
9.52753625	0.00000010
9.53898175	0.00000002
9.55042725	0.00000000
9.56187275	0.00000000
9.57331826	0.00000000
9.58476376	0.00000000
9.59620926	0.00000000
9.60765476	0.00000000
9.61910026	0.00000000
9.63054576	0.00000000
9.64199126	0.00000000
9.65343677	0.00000000
9.66488227	0.00000000
9.67632777	0.00000000
9.68777327	0.00000000
9.69921877	0.00000000
9.71066427	0.00000000
9.72210977	0.00000000
9.73355528	0.00000000
9.74500078	0.00000000
9.75644628	0.00000000
9.76789178	0.00000000
9.77933728	0.00000000
9.79078278	0.00000000
9.80222829	0.00000001
9.81367379	0.00000007
9.82511929	0.00000029
9.83656479	0.00000104
9.84801029	0.00000294
9.85945579	0.00000667
9.87090129	0.00001211
9.88234680	0.00001777
9.89379230	0.00002128
9.90523780	0.00002109
9.91668330	0.00001760
9.92812880	0.00001254
9.93957430	0.00000766
9.95101980	0.00000398
9.96246531	0.00000173
9.97391081	0.00000062
9.98535631	0.00000018
9.99680181	0.00000004
10.00824731	0.00000001
10.01969281	0.00000001
10.03113832	0.00000004
10.04258382	0.00000018
10.05402932	0.00000058
10.06547482	0.00000149
10.07692032	0.00000303
10.08836582	0.00000485
10.09981132	0.00000615
10.11125683	0.00000630
10.12270233	0.00000552
10.13414783	0.00000485
10.14559333	0.00000507
10.15703883	0.00000593
10.16848433	0.00000638
10.17992983	0.00000568
10.19137534	0.00000403
10.20282084	0.00000226
10.21426634	0.00000100
10.22571184	0.00000035
10.23715734	0.00000009
10.24860284	0.00000002
10.26004835	0.00000000
10.27149385	0.00000000
10.28293935	0.00000000
10.29438485	0.00000000
10.30583035	0.00000000
10.31727585	0.00000000
10.32872135	0.00000002
10.34016686	0.00000010
10.35161236	0.00000038
10.36305786	0.00000107
10.37450336	0.00000238
10.38594886	0.00000416
10.39739436	0.00000573
10.40883986	0.00000621
10.42028537	0.00000530
10.43173087	0.00000356
10.44317637	0.00000188
10.45462187	0.00000078
10.46606737	0.00000025
10.47751287	0.00000007
10.48895838	0.00000001
10.50040388	0.00000000
10.51184938	0.00000000
10.52329488	0.00000000
10.53474038	0.00000000
10.54618588	0.00000000
10.55763138	0.00000000
10.56907689	0.00000000
10.58052239	0.00000000
10.59196789	0.00000000
10.60341339	0.00000001
10.61485889	0.00000004
10.62630439	0.00000017
10.63774989	0.00000056
10.64919540	0.00000146
10.66064090	0.00000298
10.67208640	0.00000480
10.68353190	0.00000607
10.69497740	0.00000603
10.70642290	0.00000472
10.71786841	0.00000291
10.72931391	0.00000141
10.74075941	0.00000054
10.75220491	0.00000016
10.76365041	0.00000004
10.77509591	0.00000001
10.78654141	0.00000000
10.79798692	0.00000000
10.80943242	0.00000000
10.82087792	0.00000000
10.83232342	0.00000000
10.84376892	0.00000000
10.85521442	0.00000000
10.86665992	0.00000000
10.87810543	0.00000000
10.88955093	0.00000000
10.90099643	0.00000000
10.91244193	0.00000000
10.92388743	0.00000000
10.93533293	0.00000000
10.94677844	0.00000000
10.95822394	0.00000000
10.96966944	0.00000000
10.98111494	0.00000000
10.99256044	0.00000000
11.00400594	0.00000000
11.01545144	0.00000000
11.02689695	0.00000000
11.03834245	0.00000000
11.04978795	0.00000000
11.06123345	0.00000000
11.07267895	0.00000000
11.08412445	0.00000000
11.09556995	0.00000000
11.10701546	0.00000000
11.11846096	0.00000000
11.12990646	0.00000001
11.14135196	0.00000005
11.15279746	0.00000020
11.16424296	0.00000063
11.17568847	0.00000160
11.18713397	0.00000319
11.19857947	0.00000499
11.21002497	0.00000614
11.22147047	0.00000594
11.23291597	0.00000452
11.24436147	0.00000271
11.25580698	0.00000128
11.26725248	0.00000047
11.27869798	0.00000014
11.29014348	0.00000003
11.30158898	0.00000001
11.31303448	0.00000000
11.32447998	0.00000000
11.33592549	0.00000000
11.34737099	0.00000000
11.35881649	0.00000002
11.37026199	0.00000008
11.38170749	0.00000031
11.39315299	0.00000092
11.40459850	0.00000212
11.41604400	0.00000386
11.42748950	0.00000553
11.43893500	0.00000623
