# Hop_Value_(h)	PDF
1.32991194	0.07646299
1.34397678	0.07445801
1.35804162	0.07267429
1.37210646	0.07092380
1.38617130	0.06907155
1.40023614	0.06715494
1.41430098	0.06535880
1.42836582	0.06381568
1.44243066	0.06248299
1.45649550	0.06122856
1.47056034	0.05994013
1.48462518	0.05851938
1.49869002	0.05689795
1.51275486	0.05516000
1.52681970	0.05353815
1.54088454	0.05215051
1.55494938	0.05083899
1.56901422	0.04938544
1.58307906	0.04778305
1.59714390	0.04621045
1.61120874	0.04483800
1.62527358	0.04374278
1.63933842	0.04292317
1.65340326	0.04228855
1.66746810	0.04168828
1.68153294	0.04098662
1.69559778	0.04010985
1.70966262	0.03911102
1.72372746	0.03813621
1.73779230	0.03721855
1.75185714	0.03625472
1.76592198	0.03524338
1.77998682	0.03431849
1.79405166	0.03353128
1.80811650	0.03280618
1.82218134	0.03207434
1.83624618	0.03130795
1.85031102	0.03050187
1.86437586	0.02970453
1.87844070	0.02898115
1.89250554	0.02832493
1.90657038	0.02768713
1.92063522	0.02707404
1.93470006	0.02653153
1.94876490	0.02605580
1.96282974	0.02560194
1.97689458	0.02516199
1.99095942	0.02474106
2.00502426	0.02428842
2.01908910	0.02372316
2.03315394	0.02300939
2.04721878	0.02221538
2.06128362	0.02147857
2.07534846	0.02088025
2.08941330	0.02041547
2.10347814	0.02005007
2.11754298	0.01972116
2.13160782	0.01935255
2.14567266	0.01892644
2.15973750	0.01848115
2.17380234	0.01804784
2.18786718	0.01764006
2.20193202	0.01725773
2.21599685	0.01687612
2.23006169	0.01647862
2.24412653	0.01609604
2.25819137	0.01577662
2.27225621	0.01552244
2.28632105	0.01528219
2.30038589	0.01500918
2.31445073	0.01470112
2.32851557	0.01437943
2.34258041	0.01405984
2.35664525	0.01375007
2.37071009	0.01344100
2.38477493	0.01309003
2.39883977	0.01267585
2.41290461	0.01227310
2.42696945	0.01198304
2.44103429	0.01180571
2.45509913	0.01164720
2.46916397	0.01142224
2.48322881	0.01111687
2.49729365	0.01077088
2.51135849	0.01042762
2.52542333	0.01012014
2.53948817	0.00987305
2.55355301	0.00967624
2.56761785	0.00949329
2.58168269	0.00932256
2.59574753	0.00920090
2.60981237	0.00913174
2.62387721	0.00906815
2.63794205	0.00897804
2.65200689	0.00885663
2.66607173	0.00868786
2.68013657	0.00848251
2.69420141	0.00830833
2.70826625	0.00819343
2.72233109	0.00806821
2.73639593	0.00786543
2.75046077	0.00760974
2.76452561	0.00738133
2.77859045	0.00723578
2.79265529	0.00716605
2.80672013	0.00713191
2.82078497	0.00710971
2.83484981	0.00708833
2.84891465	0.00703949
2.86297949	0.00692854
2.87704433	0.00675344
2.89110917	0.00656319
2.90517401	0.00641754
2.91923885	0.00631496
2.93330369	0.00618021
2.94736853	0.00594640
2.96143337	0.00564845
2.97549821	0.00540021
2.98956305	0.00526502
3.00362789	0.00520404
3.01769273	0.00516343
3.03175757	0.00513229
3.04582241	0.00510110
3.05988725	0.00503187
3.07395209	0.00489431
3.08801692	0.00471217
3.10208176	0.00454823
3.11614660	0.00443276
3.13021144	0.00433623
3.14427628	0.00422509
3.15834112	0.00410332
3.17240596	0.00398620
3.18647080	0.00387651
3.20053564	0.00377893
3.21460048	0.00370417
3.22866532	0.00365523
3.24273016	0.00362332
3.25679500	0.00359283
3.27085984	0.00355401
3.28492468	0.00351035
3.29898952	0.00346328
3.31305436	0.00340013
3.32711920	0.00330920
3.34118404	0.00320165
3.35524888	0.00310717
3.36931372	0.00304506
3.38337856	0.00301036
3.39744340	0.00298605
3.41150824	0.00295633
3.42557308	0.00291737
3.43963792	0.00288438
3.45370276	0.00287773
3.46776760	0.00289770
3.48183244	0.00291802
3.49589728	0.00290509
3.50996212	0.00284385
3.52402696	0.00275254
3.53809180	0.00267397
3.55215664	0.00263919
3.56622148	0.00263024
3.58028632	0.00258786
3.59435116	0.00247403
3.60841600	0.00231991
3.62248084	0.00219121
3.63654568	0.00212101
3.65061052	0.00209155
3.66467536	0.00206238
3.67874020	0.00201180
3.69280504	0.00196139
3.70686988	0.00195323
3.72093472	0.00199457
3.73499956	0.00203768
3.74906440	0.00202949
3.76312924	0.00197009
3.77719408	0.00190319
3.79125892	0.00186377
3.80532376	0.00185135
3.81938860	0.00183850
3.83345344	0.00179796
3.84751828	0.00173031
3.86158312	0.00166377
3.87564796	0.00162551
3.88971280	0.00161976
3.90377764	0.00163330
3.91784248	0.00165282
3.93190732	0.00167052
3.94597216	0.00167622
3.96003699	0.00165686
3.97410183	0.00161061
3.98816667	0.00155298
4.00223151	0.00150237
4.01629635	0.00146114
4.03036119	0.00141513
4.04442603	0.00135960
4.05849087	0.00132043
4.07255571	0.00132262
4.08662055	0.00134208
4.10068539	0.00132903
4.11475023	0.00127393
4.12881507	0.00121320
4.14287991	0.00118155
4.15694475	0.00118442
4.17100959	0.00120345
4.18507443	0.00121172
4.19913927	0.00119061
4.21320411	0.00114299
4.22726895	0.00108913
4.24133379	0.00104421
4.25539863	0.00100534
4.26946347	0.00096262
4.28352831	0.00091333
4.29759315	0.00086680
4.31165799	0.00084058
4.32572283	0.00084450
4.33978767	0.00086738
4.35385251	0.00088904
4.36791735	0.00090311
4.38198219	0.00091484
4.39604703	0.00091981
4.41011187	0.00090331
4.42417671	0.00086166
4.43824155	0.00080952
4.45230639	0.00076478
4.46637123	0.00073992
4.48043607	0.00074437
4.49450091	0.00077380
4.50856575	0.00079799
4.52263059	0.00078173
4.53669543	0.00072026
4.55076027	0.00064061
4.56482511	0.00057312
4.57888995	0.00053200
4.59295479	0.00051510
4.60701963	0.00051432
4.62108447	0.00052606
4.63514931	0.00054851
4.64921415	0.00057534
4.66327899	0.00060135
4.67734383	0.00062407
4.69140867	0.00063450
4.70547351	0.00061933
4.71953835	0.00057803
4.73360319	0.00052850
4.74766803	0.00048906
4.76173287	0.00046108
4.77579771	0.00043797
4.78986255	0.00042279
4.80392739	0.00042070
4.81799223	0.00042347
4.83205707	0.00042060
4.84612190	0.00041320
4.86018674	0.00040395
4.87425158	0.00039157
4.88831642	0.00038093
4.90238126	0.00038098
4.91644610	0.00039166
4.93051094	0.00040449
4.94457578	0.00041341
4.95864062	0.00041738
4.97270546	0.00041369
4.98677030	0.00039748
5.00083514	0.00037199
5.01489998	0.00035064
5.02896482	0.00034510
5.04302966	0.00035584
5.05709450	0.00037223
5.07115934	0.00038061
5.08522418	0.00037581
5.09928902	0.00036312
5.11335386	0.00034798
5.12741870	0.00032994
5.14148354	0.00031033
5.15554838	0.00029930
5.16961322	0.00030609
5.18367806	0.00032425
5.19774290	0.00033523
5.21180774	0.00032719
5.22587258	0.00030400
5.23993742	0.00027761
5.25400226	0.00025906
5.26806710	0.00025403
5.28213194	0.00026158
5.29619678	0.00027580
5.31026162	0.00028713
5.32432646	0.00028743
5.33839130	0.00027765
5.35245614	0.00026472
5.36652098	0.00025178
5.38058582	0.00023807
5.39465066	0.00022628
5.40871550	0.00022286
5.42278034	0.00022935
5.43684518	0.00023972
5.45091002	0.00024977
5.46497486	0.00026281
5.47903970	0.00028068
5.49310454	0.00029393
5.50716938	0.00028843
5.52123422	0.00026071
5.53529906	0.00022185
5.54936390	0.00018729
5.56342874	0.00016457
5.57749358	0.00015254
5.59155842	0.00015008
5.60562326	0.00015684
5.61968810	0.00016850
5.63375294	0.00018120
5.64781778	0.00019539
5.66188262	0.00020947
5.67594746	0.00021704
5.69001230	0.00021403
5.70407714	0.00020400
5.71814197	0.00019405
5.73220681	0.00018832
5.74627165	0.00018640
5.76033649	0.00018572
5.77440133	0.00018516
5.78846617	0.00018556
5.80253101	0.00018653
5.81659585	0.00018549
5.83066069	0.00017984
5.84472553	0.00016932
5.85879037	0.00015698
5.87285521	0.00014654
5.88692005	0.00013974
5.90098489	0.00013770
5.91504973	0.00013995
5.92911457	0.00014142
5.94317941	0.00013688
5.95724425	0.00012870
5.97130909	0.00012507
5.98537393	0.00012978
5.99943877	0.00013693
6.01350361	0.00013695
6.02756845	0.00012704
6.04163329	0.00011396
6.05569813	0.00010522
6.06976297	0.00010224
6.08382781	0.00010488
6.09789265	0.00011507
6.11195749	0.00012957
6.12602233	0.00013570
6.14008717	0.00012357
6.15415201	0.00009848
6.16821685	0.00007533
6.18228169	0.00006496
6.19634653	0.00006746
6.21041137	0.00007439
6.22447621	0.00007816
6.23854105	0.00007889
6.25260589	0.00008113
6.26667073	0.00008790
6.28073557	0.00009935
6.29480041	0.00011170
6.30886525	0.00011754
6.32293009	0.00011397
6.33699493	0.00010797
6.35105977	0.00010700
6.36512461	0.00010942
6.37918945	0.00010942
6.39325429	0.00010549
6.40731913	0.00009976
6.42138397	0.00009423
6.43544881	0.00008973
6.44951365	0.00008518
6.46357849	0.00007778
6.47764333	0.00006682
6.49170817	0.00005702
6.50577301	0.00005441
6.51983785	0.00005844
6.53390269	0.00006289
6.54796753	0.00006373
6.56203237	0.00006176
6.57609721	0.00005938
6.59016205	0.00005828
6.60422688	0.00005841
6.61829172	0.00005822
6.63235656	0.00005730
6.64642140	0.00005820
6.66048624	0.00006360
6.67455108	0.00007162
6.68861592	0.00007610
6.70268076	0.00007304
6.71674560	0.00006402
6.73081044	0.00005418
6.74487528	0.00004886
6.75894012	0.00004932
6.77300496	0.00005124
6.78706980	0.00005024
6.80113464	0.00004701
6.81519948	0.00004433
6.82926432	0.00004173
6.84332916	0.00003643
6.85739400	0.00002883
6.87145884	0.00002316
6.88552368	0.00002234
6.89958852	0.00002572
6.91365336	0.00003094
6.92771820	0.00003537
6.94178304	0.00003754
6.95584788	0.00003817
6.96991272	0.00003823
6.98397756	0.00003752
6.99804240	0.00003672
7.01210724	0.00003817
7.02617208	0.00004296
7.04023692	0.00004900
7.05430176	0.00005328
7.06836660	0.00005467
7.08243144	0.00005294
7.09649628	0.00004776
7.11056112	0.00004073
7.12462596	0.00003617
7.13869080	0.00003773
7.15275564	0.00004411
7.16682048	0.00004929
7.18088532	0.00004827
7.19495016	0.00004090
7.20901500	0.00002996
7.22307984	0.00001879
7.23714468	0.00001093
7.25120952	0.00000917
7.26527436	0.00001362
7.27933920	0.00002098
7.29340404	0.00002685
7.30746888	0.00002929
7.32153372	0.00002870
7.33559856	0.00002650
7.34966340	0.00002588
7.36372824	0.00003040
7.37779308	0.00003983
7.39185792	0.00004950
7.40592276	0.00005473
7.41998760	0.00005435
7.43405244	0.00005018
7.44811728	0.00004501
7.46218212	0.00004146
7.47624695	0.00004127
7.49031179	0.00004353
7.50437663	0.00004368
7.51844147	0.00003752
7.53250631	0.00002680
7.54657115	0.00001809
7.56063599	0.00001567
7.57470083	0.00001751
7.58876567	0.00001845
7.60283051	0.00001629
7.61689535	0.00001345
7.63096019	0.00001292
7.64502503	0.00001509
7.65908987	0.00001882
7.67315471	0.00002224
7.68721955	0.00002244
7.70128439	0.00001782
7.71534923	0.00001103
7.72941407	0.00000692
7.74347891	0.00000833
7.75754375	0.00001450
7.77160859	0.00002147
7.78567343	0.00002453
7.79973827	0.00002244
7.81380311	0.00001839
7.82786795	0.00001604
7.84193279	0.00001595
7.85599763	0.00001607
7.87006247	0.00001473
7.88412731	0.00001266
7.89819215	0.00001174
7.91225699	0.00001324
7.92632183	0.00001746
7.94038667	0.00002285
7.95445151	0.00002641
7.96851635	0.00002712
7.98258119	0.00002690
7.99664603	0.00002659
8.01071087	0.00002435
8.02477571	0.00001942
8.03884055	0.00001455
8.05290539	0.00001264
8.06697023	0.00001349
8.08103507	0.00001502
8.09509991	0.00001586
8.10916475	0.00001572
8.12322959	0.00001471
8.13729443	0.00001352
8.15135927	0.00001322
8.16542411	0.00001422
8.17948895	0.00001617
8.19355379	0.00001879
8.20761863	0.00002133
8.22168347	0.00002219
8.23574831	0.00002081
8.24981315	0.00001905
8.26387799	0.00001885
8.27794283	0.00002052
8.29200767	0.00002364
8.30607251	0.00002725
8.32013735	0.00002919
8.33420219	0.00002740
8.34826703	0.00002179
8.36233186	0.00001419
8.37639670	0.00000727
8.39046154	0.00000295
8.40452638	0.00000159
8.41859122	0.00000288
8.43265606	0.00000641
8.44672090	0.00001057
8.46078574	0.00001235
8.47485058	0.00001043
8.48891542	0.00000734
8.50298026	0.00000693
8.51704510	0.00001056
8.53110994	0.00001573
8.54517478	0.00001824
8.55923962	0.00001666
8.57330446	0.00001426
8.58736930	0.00001476
8.60143414	0.00001748
8.61549898	0.00001881
8.62956382	0.00001734
8.64362866	0.00001497
8.65769350	0.00001334
8.67175834	0.00001184
8.68582318	0.00000947
8.69988802	0.00000693
8.71395286	0.00000581
8.72801770	0.00000625
8.74208254	0.00000668
8.75614738	0.00000630
8.77021222	0.00000664
8.78427706	0.00000940
8.79834190	0.00001363
8.81240674	0.00001665
8.82647158	0.00001712
8.84053642	0.00001556
8.85460126	0.00001254
8.86866610	0.00000863
8.88273094	0.00000529
8.89679578	0.00000407
8.91086062	0.00000497
8.92492546	0.00000617
8.93899030	0.00000589
8.95305514	0.00000443
8.96711998	0.00000373
8.98118482	0.00000515
8.99524966	0.00000819
9.00931450	0.00001113
9.02337934	0.00001271
9.03744418	0.00001298
9.05150902	0.00001271
9.06557386	0.00001258
9.07963870	0.00001314
9.09370354	0.00001489
9.10776838	0.00001777
9.12183322	0.00002039
9.13589806	0.00002064
9.14996290	0.00001772
9.16402774	0.00001281
9.17809258	0.00000771
9.19215742	0.00000382
9.20622226	0.00000191
9.22028710	0.00000207
9.23435193	0.00000378
9.24841677	0.00000568
9.26248161	0.00000608
9.27654645	0.00000459
9.29061129	0.00000254
9.30467613	0.00000148
9.31874097	0.00000203
9.33280581	0.00000388
9.34687065	0.00000576
9.36093549	0.00000608
9.37500033	0.00000470
9.38906517	0.00000327
9.40313001	0.00000340
9.41719485	0.00000495
9.43125969	0.00000623
9.44532453	0.00000590
9.45938937	0.00000473
9.47345421	0.00000452
9.48751905	0.00000558
9.50158389	0.00000628
9.51564873	0.00000528
9.52971357	0.00000317
9.54377841	0.00000146
9.55784325	0.00000099
9.57190809	0.00000190
9.58597293	0.00000389
9.60003777	0.00000577
9.61410261	0.00000602
9.62816745	0.00000441
9.64223229	0.00000227
9.65629713	0.00000082
9.67036197	0.00000021
9.68442681	0.00000004
9.69849165	0.00000002
9.71255649	0.00000009
9.72662133	0.00000042
9.74068617	0.00000139
9.75475101	0.00000325
9.76881585	0.00000535
9.78288069	0.00000617
9.79694553	0.00000499
9.81101037	0.00000283
9.82507521	0.00000112
9.83914005	0.00000031
9.85320489	0.00000006
9.86726973	0.00000001
9.88133457	0.00000000
9.89539941	0.00000000
9.90946425	0.00000000
9.92352909	0.00000000
9.93759393	0.00000000
9.95165877	0.00000001
9.96572361	0.00000005
9.97978845	0.00000028
9.99385329	0.00000104
10.00791813	0.00000268
10.02198297	0.00000485
10.03604781	0.00000615
10.05011265	0.00000547
10.06417749	0.00000341
10.07824233	0.00000149
10.09230717	0.00000046
10.10637201	0.00000010
10.12043684	0.00000001
10.13450168	0.00000000
10.14856652	0.00000001
10.16263136	0.00000007
10.17669620	0.00000035
10.19076104	0.00000123
10.20482588	0.00000300
10.21889072	0.00000514
10.23295556	0.00000618
10.24702040	0.00000520
10.26108524	0.00000308
10.27515008	0.00000129
10.28921492	0.00000046
10.30327976	0.00000049
10.31734460	0.00000140
10.33140944	0.00000326
10.34547428	0.00000535
10.35953912	0.00000617
10.37360396	0.00000498
10.38766880	0.00000282
10.40173364	0.00000112
10.41579848	0.00000031
10.42986332	0.00000006
10.44392816	0.00000001
10.45799300	0.00000000
10.47205784	0.00000000
10.48612268	0.00000000
10.50018752	0.00000000
10.51425236	0.00000000
10.52831720	0.00000000
10.54238204	0.00000000
10.55644688	0.00000000
10.57051172	0.00000000
10.58457656	0.00000000
10.59864140	0.00000000
10.61270624	0.00000000
10.62677108	0.00000000
10.64083592	0.00000000
10.65490076	0.00000000
10.66896560	0.00000000
10.68303044	0.00000000
10.69709528	0.00000000
10.71116012	0.00000000
10.72522496	0.00000000
10.73928980	0.00000000
10.75335464	0.00000001
10.76741948	0.00000007
10.78148432	0.00000036
10.79554916	0.00000125
10.80961400	0.00000303
10.82367884	0.00000517
10.83774368	0.00000618
10.85180852	0.00000518
10.86587336	0.00000304
10.87993820	0.00000126
10.89400304	0.00000036
10.90806788	0.00000007
10.92213272	0.00000001
10.93619756	0.00000000
10.95026240	0.00000000
10.96432724	0.00000000
10.97839208	0.00000000
10.99245691	0.00000000
11.00652175	0.00000000
11.02058659	0.00000000
11.03465143	0.00000000
11.04871627	0.00000000
11.06278111	0.00000000
11.07684595	0.00000000
11.09091079	0.00000000
11.10497563	0.00000000
11.11904047	0.00000000
11.13310531	0.00000000
11.14717015	0.00000000
11.16123499	0.00000000
11.17529983	0.00000000
11.18936467	0.00000000
11.20342951	0.00000000
11.21749435	0.00000000
11.23155919	0.00000000
11.24562403	0.00000000
11.25968887	0.00000000
11.27375371	0.00000000
11.28781855	0.00000000
11.30188339	0.00000000
11.31594823	0.00000000
11.33001307	0.00000000
11.34407791	0.00000000
11.35814275	0.00000000
11.37220759	0.00000000
11.38627243	0.00000000
11.40033727	0.00000000
11.41440211	0.00000000
11.42846695	0.00000000
11.44253179	0.00000000
11.45659663	0.00000000
11.47066147	0.00000000
11.48472631	0.00000000
11.49879115	0.00000000
11.51285599	0.00000000
11.52692083	0.00000000
11.54098567	0.00000000
11.55505051	0.00000000
11.56911535	0.00000000
11.58318019	0.00000000
11.59724503	0.00000000
11.61130987	0.00000000
11.62537471	0.00000000
11.63943955	0.00000000
11.65350439	0.00000000
11.66756923	0.00000000
11.68163407	0.00000000
11.69569891	0.00000000
11.70976375	0.00000000
11.72382859	0.00000000
11.73789343	0.00000000
11.75195827	0.00000000
11.76602311	0.00000000
11.78008795	0.00000000
11.79415279	0.00000000
11.80821763	0.00000000
11.82228247	0.00000000
11.83634731	0.00000000
11.85041215	0.00000000
11.86447698	0.00000000
11.87854182	0.00000000
11.89260666	0.00000000
11.90667150	0.00000000
11.92073634	0.00000000
11.93480118	0.00000000
11.94886602	0.00000000
11.96293086	0.00000000
11.97699570	0.00000000
11.99106054	0.00000000
12.00512538	0.00000000
12.01919022	0.00000000
12.03325506	0.00000000
12.04731990	0.00000000
12.06138474	0.00000000
12.07544958	0.00000000
12.08951442	0.00000000
12.10357926	0.00000000
12.11764410	0.00000000
12.13170894	0.00000000
12.14577378	0.00000000
12.15983862	0.00000000
12.17390346	0.00000000
12.18796830	0.00000000
12.20203314	0.00000000
12.21609798	0.00000000
12.23016282	0.00000000
12.24422766	0.00000000
12.25829250	0.00000000
12.27235734	0.00000000
12.28642218	0.00000000
12.30048702	0.00000000
12.31455186	0.00000000
12.32861670	0.00000000
12.34268154	0.00000000
12.35674638	0.00000000
12.37081122	0.00000000
12.38487606	0.00000000
12.39894090	0.00000000
12.41300574	0.00000000
12.42707058	0.00000000
12.44113542	0.00000000
12.45520026	0.00000000
12.46926510	0.00000000
12.48332994	0.00000000
12.49739478	0.00000000
12.51145962	0.00000000
12.52552446	0.00000000
12.53958930	0.00000000
12.55365414	0.00000000
12.56771898	0.00000000
12.58178382	0.00000000
12.59584866	0.00000000
12.60991350	0.00000000
12.62397834	0.00000000
12.63804318	0.00000000
12.65210802	0.00000000
12.66617286	0.00000000
12.68023770	0.00000000
12.69430254	0.00000000
12.70836738	0.00000000
12.72243222	0.00000000
12.73649706	0.00000000
12.75056189	0.00000000
12.76462673	0.00000000
12.77869157	0.00000000
12.79275641	0.00000000
12.80682125	0.00000000
12.82088609	0.00000000
12.83495093	0.00000000
12.84901577	0.00000000
12.86308061	0.00000000
12.87714545	0.00000000
12.89121029	0.00000000
12.90527513	0.00000000
12.91933997	0.00000000
12.93340481	0.00000000
12.94746965	0.00000000
12.96153449	0.00000000
12.97559933	0.00000000
12.98966417	0.00000000
13.00372901	0.00000000
13.01779385	0.00000000
13.03185869	0.00000000
13.04592353	0.00000000
13.05998837	0.00000000
13.07405321	0.00000000
13.08811805	0.00000000
13.10218289	0.00000000
13.11624773	0.00000000
13.13031257	0.00000000
13.14437741	0.00000000
13.15844225	0.00000000
13.17250709	0.00000000
13.18657193	0.00000000
13.20063677	0.00000000
13.21470161	0.00000000
13.22876645	0.00000000
13.24283129	0.00000000
13.25689613	0.00000000
13.27096097	0.00000000
13.28502581	0.00000000
13.29909065	0.00000000
13.31315549	0.00000000
13.32722033	0.00000000
13.34128517	0.00000000
13.35535001	0.00000000
13.36941485	0.00000000
13.38347969	0.00000000
13.39754453	0.00000000
13.41160937	0.00000000
13.42567421	0.00000000
13.43973905	0.00000000
13.45380389	0.00000000
13.46786873	0.00000000
13.48193357	0.00000000
13.49599841	0.00000000
13.51006325	0.00000000
13.52412809	0.00000000
13.53819293	0.00000000
13.55225777	0.00000000
13.56632261	0.00000000
13.58038745	0.00000000
13.59445229	0.00000000
13.60851713	0.00000000
13.62258196	0.00000001
13.63664680	0.00000008
13.65071164	0.00000038
13.66477648	0.00000129
13.67884132	0.00000310
13.69290616	0.00000522
13.70697100	0.00000618
13.72103584	0.00000512
13.73510068	0.00000298
13.74916552	0.00000122
13.76323036	0.00000035
13.77729520	0.00000007
13.79136004	0.00000001
13.80542488	0.00000000
13.81948972	0.00000000
13.83355456	0.00000000
13.84761940	0.00000000
13.86168424	0.00000000
13.87574908	0.00000000
13.88981392	0.00000000
13.90387876	0.00000000
13.91794360	0.00000000
13.93200844	0.00000000
13.94607328	0.00000000
13.96013812	0.00000000
13.97420296	0.00000001
13.98826780	0.00000007
14.00233264	0.00000036
14.01639748	0.00000125
14.03046232	0.00000304
14.04452716	0.00000517
14.05859200	0.00000618
