# t_delta (frames) = 2ps
          # r (Angstrom)        Gs(r,t)_mean         Gs(r,t)_std
               0.57500000          0.06498322          0.00988017
               0.62500000          0.05842891          0.00818665
               0.67500000          0.05221925          0.00798118
               0.72500000          0.04751722          0.00654316
               0.77500000          0.04284677          0.00532709
               0.82500000          0.03781832          0.00469583
               0.87500000          0.03479226          0.00330001
               0.92500000          0.03032574          0.00292815
               0.97500000          0.02679537          0.00291068
               1.02500000          0.02386519          0.00221767
               1.07500000          0.02113802          0.00172938
               1.12500000          0.01844427          0.00120377
               1.17500000          0.01656952          0.00151912
               1.22500000          0.01472499          0.00134913
               1.27500000          0.01280798          0.00099546
               1.32500000          0.01153662          0.00094335
               1.37500000          0.01016305          0.00084884
               1.42500000          0.00907715          0.00061871
               1.47500000          0.00822605          0.00060245
               1.52500000          0.00720901          0.00053404
               1.57500000          0.00639772          0.00061722
               1.62500000          0.00578243          0.00048651
               1.67500000          0.00513268          0.00057075
               1.72500000          0.00482269          0.00044187
               1.77500000          0.00432653          0.00050845
               1.82500000          0.00395558          0.00039004
               1.87500000          0.00358316          0.00032852
               1.92500000          0.00324502          0.00026677
               1.97500000          0.00302155          0.00022122
               2.02500000          0.00278585          0.00022440
               2.07500000          0.00252213          0.00025562
               2.12500000          0.00241414          0.00029163
               2.17500000          0.00216348          0.00017270
               2.22500000          0.00204878          0.00023072
               2.27500000          0.00197594          0.00017560
               2.32500000          0.00182631          0.00016064
               2.37500000          0.00174650          0.00020487
               2.42500000          0.00161407          0.00021575
               2.47500000          0.00152123          0.00019672
               2.52500000          0.00142865          0.00018775
               2.57500000          0.00136697          0.00014543
               2.62500000          0.00130130          0.00014578
               2.67500000          0.00124137          0.00016869
               2.72500000          0.00120401          0.00013718
               2.77500000          0.00116067          0.00014478
               2.82500000          0.00107916          0.00013456
               2.87500000          0.00105116          0.00013690
               2.92500000          0.00103118          0.00013407
               2.97500000          0.00096597          0.00014015
               3.02500000          0.00094663          0.00012973
               3.07500000          0.00093470          0.00011592
               3.12500000          0.00090852          0.00010184
               3.17500000          0.00086763          0.00009066
               3.22500000          0.00082100          0.00011253
               3.27500000          0.00083259          0.00007532
               3.32500000          0.00081795          0.00009926
               3.37500000          0.00078006          0.00009726
               3.42500000          0.00075835          0.00008737
               3.47500000          0.00074712          0.00008065
               3.52500000          0.00073030          0.00010714
               3.57500000          0.00069399          0.00008789
               3.62500000          0.00067818          0.00008016
               3.67500000          0.00065674          0.00006910
               3.72500000          0.00063412          0.00008229
               3.77500000          0.00064893          0.00006237
               3.82500000          0.00062902          0.00006287
               3.87500000          0.00059437          0.00005032
               3.92500000          0.00058000          0.00004164
               3.97500000          0.00057896          0.00005772
               4.02500000          0.00055899          0.00004496
               4.07500000          0.00054615          0.00004962
               4.12500000          0.00052250          0.00006637
               4.17500000          0.00051157          0.00004633
               4.22500000          0.00050600          0.00004055
               4.27500000          0.00047657          0.00004042
               4.32500000          0.00047613          0.00003881
               4.37500000          0.00046134          0.00003580
               4.42500000          0.00045177          0.00005127
               4.47500000          0.00043007          0.00002904
               4.52500000          0.00043305          0.00002963
               4.57500000          0.00041260          0.00002031
               4.62500000          0.00039035          0.00003800
               4.67500000          0.00038901          0.00003258
               4.72500000          0.00038706          0.00004844
               4.77500000          0.00035378          0.00003103
               4.82500000          0.00033611          0.00003070
               4.87500000          0.00033124          0.00001652
               4.92500000          0.00031936          0.00002380
               4.97500000          0.00031212          0.00002225
               5.02500000          0.00029461          0.00001235
               5.07500000          0.00028679          0.00001591
               5.12500000          0.00027673          0.00002011
               5.17500000          0.00026611          0.00000904
               5.22500000          0.00025980          0.00001930
               5.27500000          0.00024829          0.00001798
               5.32500000          0.00023180          0.00001628
               5.37500000          0.00022433          0.00001311
               5.42500000          0.00022101          0.00001312
               5.47500000          0.00022488          0.00002429
               5.52500000          0.00020027          0.00001301
               5.57500000          0.00019399          0.00002568
               5.62500000          0.00018285          0.00001600
               5.67500000          0.00017842          0.00002208
               5.72500000          0.00016450          0.00002059
               5.77500000          0.00016371          0.00001969
               5.82500000          0.00016107          0.00002009
               5.87500000          0.00015317          0.00002441
               5.92500000          0.00014663          0.00001699
               5.97500000          0.00014441          0.00001881
               6.02500000          0.00013529          0.00001742
               6.07500000          0.00012774          0.00001780
               6.12500000          0.00012503          0.00001469
               6.17500000          0.00011992          0.00001701
               6.22500000          0.00011089          0.00001995
               6.27500000          0.00011180          0.00001889
               6.32500000          0.00010210          0.00001615
               6.37500000          0.00010018          0.00001691
               6.42500000          0.00010085          0.00001483
               6.47500000          0.00009110          0.00001609
               6.52500000          0.00009106          0.00001354
               6.57500000          0.00008270          0.00000713
               6.62500000          0.00008325          0.00001639
               6.67500000          0.00008171          0.00001530
               6.72500000          0.00007783          0.00001758
               6.77500000          0.00007434          0.00001564
               6.82500000          0.00007207          0.00001501
               6.87500000          0.00007175          0.00001545
               6.92500000          0.00006333          0.00000934
               6.97500000          0.00006523          0.00001022
               7.02500000          0.00006409          0.00001457
               7.07500000          0.00006130          0.00001017
               7.12500000          0.00005848          0.00001437
               7.17500000          0.00005879          0.00001384
               7.22500000          0.00005687          0.00000695
               7.27500000          0.00005575          0.00000818
               7.32500000          0.00005494          0.00000816
               7.37500000          0.00005154          0.00000962
               7.42500000          0.00005242          0.00001066
               7.47500000          0.00005045          0.00000886
               7.52500000          0.00004724          0.00000938
               7.57500000          0.00004588          0.00000871
               7.62500000          0.00004519          0.00000924
               7.67500000          0.00004184          0.00000683
               7.72500000          0.00004240          0.00000743
               7.77500000          0.00004051          0.00000992
               7.82500000          0.00003948          0.00000819
               7.87500000          0.00003848          0.00000793
               7.92500000          0.00003665          0.00000734
               7.97500000          0.00003677          0.00000820
               8.02500000          0.00003306          0.00000630
               8.07500000          0.00003382          0.00000887
               8.12500000          0.00003264          0.00000588
               8.17500000          0.00002954          0.00000744
               8.22500000          0.00002891          0.00000330
               8.27500000          0.00002933          0.00000438
               8.32500000          0.00002807          0.00000581
               8.37500000          0.00002840          0.00000564
               8.42500000          0.00002592          0.00000638
               8.47500000          0.00002533          0.00000585
               8.52500000          0.00002554          0.00000420
               8.57500000          0.00002399          0.00000690
               8.62500000          0.00002230          0.00000482
               8.67500000          0.00002089          0.00000356
               8.72500000          0.00002041          0.00000455
               8.77500000          0.00002032          0.00000444
               8.82500000          0.00001999          0.00000397
               8.87500000          0.00001860          0.00000449
               8.92500000          0.00001875          0.00000413
               8.97500000          0.00001835          0.00000364
               9.02500000          0.00001679          0.00000344
               9.07500000          0.00001747          0.00000312
               9.12500000          0.00001674          0.00000388
               9.17500000          0.00001615          0.00000268
               9.22500000          0.00001530          0.00000280
               9.27500000          0.00001559          0.00000231
               9.32500000          0.00001500          0.00000368
               9.37500000          0.00001350          0.00000313
               9.42500000          0.00001415          0.00000427
               9.47500000          0.00001348          0.00000320
               9.52500000          0.00001288          0.00000269
               9.57500000          0.00001243          0.00000273
               9.62500000          0.00001252          0.00000276
               9.67500000          0.00001293          0.00000294
               9.72500000          0.00001213          0.00000145
               9.77500000          0.00001209          0.00000319
               9.82500000          0.00001139          0.00000317
               9.87500000          0.00001023          0.00000273
               9.92500000          0.00001114          0.00000188
               9.97500000          0.00001047          0.00000243
              10.02500000          0.00001136          0.00000290
              10.07500000          0.00001058          0.00000233
              10.12500000          0.00000937          0.00000298
              10.17500000          0.00000986          0.00000252
              10.22500000          0.00000916          0.00000283
              10.27500000          0.00001029          0.00000273
              10.32500000          0.00000862          0.00000143
              10.37500000          0.00000968          0.00000282
              10.42500000          0.00000843          0.00000199
              10.47500000          0.00000806          0.00000295
              10.52500000          0.00000900          0.00000323
              10.57500000          0.00000850          0.00000258
              10.62500000          0.00000832          0.00000212
              10.67500000          0.00000769          0.00000267
              10.72500000          0.00000796          0.00000234
              10.77500000          0.00000751          0.00000313
              10.82500000          0.00000728          0.00000208
              10.87500000          0.00000724          0.00000307
              10.92500000          0.00000732          0.00000267
              10.97500000          0.00000632          0.00000298
              11.02500000          0.00000756          0.00000147
              11.07500000          0.00000644          0.00000200
              11.12500000          0.00000662          0.00000179
              11.17500000          0.00000547          0.00000175
              11.22500000          0.00000629          0.00000205
              11.27500000          0.00000609          0.00000199
              11.32500000          0.00000600          0.00000225
              11.37500000          0.00000538          0.00000212
              11.42500000          0.00000529          0.00000216
              11.47500000          0.00000528          0.00000131
              11.52500000          0.00000500          0.00000170
              11.57500000          0.00000498          0.00000200
              11.62500000          0.00000488          0.00000171
              11.67500000          0.00000462          0.00000137
              11.72500000          0.00000472          0.00000180
              11.77500000          0.00000496          0.00000163
              11.82500000          0.00000464          0.00000168
              11.87500000          0.00000452          0.00000220
              11.92500000          0.00000443          0.00000232
              11.97500000          0.00000474          0.00000166
              12.02500000          0.00000430          0.00000154
              12.07500000          0.00000454          0.00000143
              12.12500000          0.00000405          0.00000184
              12.17500000          0.00000398          0.00000132
              12.22500000          0.00000365          0.00000155
              12.27500000          0.00000348          0.00000169
              12.32500000          0.00000335          0.00000130
              12.37500000          0.00000358          0.00000114
              12.42500000          0.00000289          0.00000120
              12.47500000          0.00000331          0.00000105
              12.52500000          0.00000326          0.00000102
              12.57500000          0.00000297          0.00000075
              12.62500000          0.00000272          0.00000143
              12.67500000          0.00000281          0.00000105
              12.72500000          0.00000258          0.00000085
              12.77500000          0.00000270          0.00000090
              12.82500000          0.00000265          0.00000119
              12.87500000          0.00000214          0.00000081
              12.92500000          0.00000262          0.00000100
              12.97500000          0.00000231          0.00000119
              13.02500000          0.00000220          0.00000074
              13.07500000          0.00000189          0.00000082
              13.12500000          0.00000207          0.00000100
              13.17500000          0.00000215          0.00000091
              13.22500000          0.00000222          0.00000065
              13.27500000          0.00000234          0.00000077
              13.32500000          0.00000205          0.00000065
              13.37500000          0.00000202          0.00000101
              13.42500000          0.00000217          0.00000092
              13.47500000          0.00000169          0.00000057
              13.52500000          0.00000174          0.00000085
              13.57500000          0.00000212          0.00000104
              13.62500000          0.00000189          0.00000057
              13.67500000          0.00000171          0.00000103
              13.72500000          0.00000181          0.00000087
              13.77500000          0.00000169          0.00000073
              13.82500000          0.00000181          0.00000106
              13.87500000          0.00000177          0.00000058
              13.92500000          0.00000156          0.00000077
              13.97500000          0.00000136          0.00000073
              14.02500000          0.00000155          0.00000081
              14.07500000          0.00000127          0.00000049
              14.12500000          0.00000118          0.00000073
              14.17500000          0.00000138          0.00000087
              14.22500000          0.00000132          0.00000080
              14.27500000          0.00000111          0.00000076
              14.32500000          0.00000119          0.00000074
              14.37500000          0.00000136          0.00000047
              14.42500000          0.00000134          0.00000090
              14.47500000          0.00000098          0.00000049
              14.52500000          0.00000121          0.00000065
              14.57500000          0.00000121          0.00000052
              14.62500000          0.00000103          0.00000033
              14.67500000          0.00000093          0.00000055
              14.72500000          0.00000102          0.00000051
              14.77500000          0.00000093          0.00000059
              14.82500000          0.00000112          0.00000045
              14.87500000          0.00000098          0.00000058
              14.92500000          0.00000095          0.00000046
              14.97500000          0.00000094          0.00000042
              15.02500000          0.00000085          0.00000039
              15.07500000          0.00000065          0.00000030
              15.12500000          0.00000091          0.00000048
              15.17500000          0.00000090          0.00000035
              15.22500000          0.00000078          0.00000033
              15.27500000          0.00000065          0.00000028
              15.32500000          0.00000079          0.00000037
              15.37500000          0.00000071          0.00000033
              15.42500000          0.00000072          0.00000043
              15.47500000          0.00000065          0.00000026
              15.52500000          0.00000060          0.00000029
              15.57500000          0.00000049          0.00000019
              15.62500000          0.00000069          0.00000036
              15.67500000          0.00000056          0.00000021
              15.72500000          0.00000051          0.00000025
              15.77500000          0.00000052          0.00000023
              15.82500000          0.00000051          0.00000028
              15.87500000          0.00000051          0.00000029
              15.92500000          0.00000047          0.00000022
              15.97500000          0.00000059          0.00000013
              16.02500000          0.00000056          0.00000027
              16.07500000          0.00000040          0.00000030
              16.12500000          0.00000047          0.00000016
              16.17500000          0.00000045          0.00000037
              16.22500000          0.00000046          0.00000012
              16.27500000          0.00000044          0.00000029
              16.32500000          0.00000037          0.00000022
              16.37500000          0.00000039          0.00000015
              16.42500000          0.00000026          0.00000012
              16.47500000          0.00000036          0.00000015
              16.52500000          0.00000023          0.00000010
              16.57500000          0.00000036          0.00000017
              16.62500000          0.00000031          0.00000021
              16.67500000          0.00000031          0.00000017
              16.72500000          0.00000030          0.00000012
              16.77500000          0.00000021          0.00000018
              16.82500000          0.00000028          0.00000018
              16.87500000          0.00000032          0.00000019
              16.92500000          0.00000031          0.00000019
              16.97500000          0.00000026          0.00000016
              17.02500000          0.00000021          0.00000015
              17.07500000          0.00000022          0.00000011
              17.12500000          0.00000028          0.00000029
              17.17500000          0.00000024          0.00000017
              17.22500000          0.00000032          0.00000021
              17.27500000          0.00000024          0.00000019
              17.32500000          0.00000031          0.00000020
              17.37500000          0.00000026          0.00000017
              17.42500000          0.00000019          0.00000033
              17.47500000          0.00000028          0.00000023
              17.52500000          0.00000023          0.00000027
              17.57500000          0.00000018          0.00000017
              17.62500000          0.00000026          0.00000019
              17.67500000          0.00000016          0.00000015
              17.72500000          0.00000018          0.00000017
              17.77500000          0.00000018          0.00000014
              17.82500000          0.00000028          0.00000022
              17.87500000          0.00000020          0.00000013
              17.92500000          0.00000023          0.00000022
              17.97500000          0.00000022          0.00000028
              18.02500000          0.00000012          0.00000010
              18.07500000          0.00000016          0.00000018
              18.12500000          0.00000018          0.00000014
              18.17500000          0.00000017          0.00000022
              18.22500000          0.00000015          0.00000012
              18.27500000          0.00000011          0.00000009
              18.32500000          0.00000017          0.00000017
              18.37500000          0.00000011          0.00000005
              18.42500000          0.00000011          0.00000013
              18.47500000          0.00000015          0.00000013
              18.52500000          0.00000014          0.00000018
              18.57500000          0.00000011          0.00000014
              18.62500000          0.00000015          0.00000014
              18.67500000          0.00000012          0.00000011
              18.72500000          0.00000010          0.00000013
              18.77500000          0.00000008          0.00000010
              18.82500000          0.00000009          0.00000012
              18.87500000          0.00000003          0.00000003
              18.92500000          0.00000018          0.00000024
              18.97500000          0.00000011          0.00000014
              19.02500000          0.00000006          0.00000006
              19.07500000          0.00000003          0.00000006
              19.12500000          0.00000009          0.00000009
              19.17500000          0.00000008          0.00000009
              19.22500000          0.00000006          0.00000009
              19.27500000          0.00000007          0.00000007
              19.32500000          0.00000004          0.00000004
              19.37500000          0.00000006          0.00000008
              19.42500000          0.00000004          0.00000004
              19.47500000          0.00000004          0.00000005
              19.52500000          0.00000001          0.00000003
              19.57500000          0.00000003          0.00000004
              19.62500000          0.00000003          0.00000003
              19.67500000          0.00000004          0.00000006
              19.72500000          0.00000004          0.00000007
              19.77500000          0.00000001          0.00000002
              19.82500000          0.00000003          0.00000005
              19.87500000          0.00000001          0.00000001
              19.92500000          0.00000001          0.00000002
              19.97500000          0.00000002          0.00000004
              20.02500000          0.00000001          0.00000002
              20.07500000          0.00000003          0.00000004
              20.12500000          0.00000004          0.00000009
              20.17500000          0.00000001          0.00000003
              20.22500000          0.00000003          0.00000006
              20.27500000          0.00000001          0.00000001
              20.32500000          0.00000003          0.00000003
              20.37500000          0.00000002          0.00000003
              20.42500000          0.00000002          0.00000004
              20.47500000          0.00000001          0.00000003
              20.52500000          0.00000002          0.00000002
              20.57500000          0.00000002          0.00000004
              20.62500000          0.00000002          0.00000004
              20.67500000          0.00000003          0.00000004
              20.72500000          0.00000002          0.00000003
              20.77500000          0.00000003          0.00000005
              20.82500000          0.00000004          0.00000009
              20.87500000          0.00000002          0.00000002
              20.92500000          0.00000001          0.00000003
              20.97500000          0.00000000          0.00000000
              21.02500000          0.00000001          0.00000002
              21.07500000          0.00000001          0.00000002
              21.12500000          0.00000002          0.00000003
              21.17500000          0.00000001          0.00000001
              21.22500000          0.00000001          0.00000002
              21.27500000          0.00000000          0.00000000
              21.32500000          0.00000001          0.00000001
              21.37500000          0.00000002          0.00000004
              21.42500000          0.00000003          0.00000001
              21.47500000          0.00000000          0.00000000
              21.52500000          0.00000002          0.00000004
              21.57500000          0.00000001          0.00000001
              21.62500000          0.00000001          0.00000002
              21.67500000          0.00000001          0.00000001
              21.72500000          0.00000001          0.00000002
              21.77500000          0.00000001          0.00000001
              21.82500000          0.00000000          0.00000000
              21.87500000          0.00000002          0.00000004
              21.92500000          0.00000002          0.00000004
              21.97500000          0.00000002          0.00000003
 
 
# t_delta (frames) = 580ps
          # r (Angstrom)        Gs(r,t)_mean         Gs(r,t)_std
               0.02500000          0.16457211          0.05461338
               0.07500000          0.10924587          0.01311569
               0.12500000          0.11460970          0.02114451
               0.17500000          0.10825073          0.02317927
               0.22500000          0.10278594          0.02075008
               0.27500000          0.09736922          0.01931226
               0.32500000          0.09283555          0.01310991
               0.37500000          0.08861575          0.01549772
               0.42500000          0.08381190          0.01375410
               0.47500000          0.07648237          0.01191671
               0.52500000          0.07132511          0.01233762
               0.57500000          0.06346448          0.00892274
               0.62500000          0.05771333          0.01006670
               0.67500000          0.05235096          0.00792034
               0.72500000          0.04753670          0.00670125
               0.77500000          0.04322987          0.00569401
               0.82500000          0.03835792          0.00469747
               0.87500000          0.03347591          0.00295502
               0.92500000          0.03001944          0.00377344
               0.97500000          0.02697230          0.00230275
               1.02500000          0.02375236          0.00199316
               1.07500000          0.02112409          0.00175553
               1.12500000          0.01847125          0.00222646
               1.17500000          0.01660411          0.00144495
               1.22500000          0.01462078          0.00104796
               1.27500000          0.01297900          0.00036205
               1.32500000          0.01151769          0.00076431
               1.37500000          0.01029212          0.00089700
               1.42500000          0.00909549          0.00073111
               1.47500000          0.00814017          0.00072756
               1.52500000          0.00716606          0.00056004
               1.57500000          0.00653011          0.00057025
               1.62500000          0.00580285          0.00049324
               1.67500000          0.00518991          0.00039032
               1.72500000          0.00479591          0.00049187
               1.77500000          0.00429179          0.00049959
               1.82500000          0.00392919          0.00034404
               1.87500000          0.00354388          0.00040588
               1.92500000          0.00324189          0.00031985
               1.97500000          0.00296894          0.00031601
               2.02500000          0.00283442          0.00017086
               2.07500000          0.00252918          0.00020228
               2.12500000          0.00235958          0.00021759
               2.17500000          0.00220217          0.00030808
               2.22500000          0.00200095          0.00015989
               2.27500000          0.00192365          0.00024598
               2.32500000          0.00185790          0.00017341
               2.37500000          0.00168231          0.00022967
               2.42500000          0.00161544          0.00020533
               2.47500000          0.00154308          0.00012898
               2.52500000          0.00141680          0.00018045
               2.57500000          0.00137703          0.00013612
               2.62500000          0.00130479          0.00015362
               2.67500000          0.00124541          0.00012151
               2.72500000          0.00123032          0.00018014
               2.77500000          0.00114460          0.00012249
               2.82500000          0.00110212          0.00015125
               2.87500000          0.00107401          0.00015417
               2.92500000          0.00103175          0.00014443
               2.97500000          0.00100273          0.00016266
               3.02500000          0.00092835          0.00011010
               3.07500000          0.00093104          0.00009039
               3.12500000          0.00091742          0.00012222
               3.17500000          0.00086442          0.00011492
               3.22500000          0.00085025          0.00009221
               3.27500000          0.00079867          0.00009584
               3.32500000          0.00078079          0.00009214
               3.37500000          0.00079071          0.00009109
               3.42500000          0.00076374          0.00009611
               3.47500000          0.00075983          0.00009303
               3.52500000          0.00072230          0.00010223
               3.57500000          0.00069831          0.00007202
               3.62500000          0.00067095          0.00007012
               3.67500000          0.00068406          0.00005646
               3.72500000          0.00064530          0.00006346
               3.77500000          0.00063701          0.00008623
               3.82500000          0.00061146          0.00005741
               3.87500000          0.00060157          0.00005791
               3.92500000          0.00059542          0.00004380
               3.97500000          0.00055483          0.00006440
               4.02500000          0.00056539          0.00004085
               4.07500000          0.00054890          0.00006321
               4.12500000          0.00054203          0.00004367
               4.17500000          0.00052080          0.00004395
               4.22500000          0.00049643          0.00005231
               4.27500000          0.00048272          0.00004012
               4.32500000          0.00047614          0.00002399
               4.37500000          0.00045402          0.00002416
               4.42500000          0.00043910          0.00002042
               4.47500000          0.00043303          0.00004257
               4.52500000          0.00042544          0.00002440
               4.57500000          0.00040385          0.00004400
               4.62500000          0.00039775          0.00002258
               4.67500000          0.00038663          0.00002869
               4.72500000          0.00036550          0.00002721
               4.77500000          0.00035349          0.00003523
               4.82500000          0.00036489          0.00002199
               4.87500000          0.00032038          0.00002176
               4.92500000          0.00032924          0.00002519
               4.97500000          0.00031094          0.00002623
               5.02500000          0.00028942          0.00001381
               5.07500000          0.00028508          0.00002780
               5.12500000          0.00027222          0.00003214
               5.17500000          0.00027309          0.00001495
               5.22500000          0.00025629          0.00001864
               5.27500000          0.00024833          0.00002392
               5.32500000          0.00024313          0.00001944
               5.37500000          0.00021882          0.00002206
               5.42500000          0.00021866          0.00002364
               5.47500000          0.00021345          0.00001587
               5.52500000          0.00020347          0.00001280
               5.57500000          0.00018982          0.00001859
               5.62500000          0.00019205          0.00001819
               5.67500000          0.00018401          0.00001900
               5.72500000          0.00017413          0.00001848
               5.77500000          0.00016393          0.00001958
               5.82500000          0.00015429          0.00001509
               5.87500000          0.00014900          0.00002082
               5.92500000          0.00015093          0.00002764
               5.97500000          0.00013933          0.00002183
               6.02500000          0.00012911          0.00001506
               6.07500000          0.00012985          0.00001869
               6.12500000          0.00012802          0.00001587
               6.17500000          0.00011606          0.00001546
               6.22500000          0.00011734          0.00002058
               6.27500000          0.00010429          0.00001354
               6.32500000          0.00010581          0.00001465
               6.37500000          0.00009948          0.00001952
               6.42500000          0.00009545          0.00001654
               6.47500000          0.00009279          0.00001782
               6.52500000          0.00009354          0.00001520
               6.57500000          0.00008669          0.00001732
               6.62500000          0.00008569          0.00001487
               6.67500000          0.00008163          0.00001715
               6.72500000          0.00007884          0.00001351
               6.77500000          0.00007625          0.00001494
               6.82500000          0.00007140          0.00001379
               6.87500000          0.00007153          0.00001300
               6.92500000          0.00006952          0.00001263
               6.97500000          0.00006668          0.00001110
               7.02500000          0.00006333          0.00001168
               7.07500000          0.00005896          0.00001027
               7.12500000          0.00006130          0.00000993
               7.17500000          0.00005820          0.00000902
               7.22500000          0.00005775          0.00001328
               7.27500000          0.00005178          0.00000947
               7.32500000          0.00005481          0.00000988
               7.37500000          0.00005184          0.00000972
               7.42500000          0.00005109          0.00000772
               7.47500000          0.00005112          0.00000762
               7.52500000          0.00004676          0.00001012
               7.57500000          0.00004514          0.00000833
               7.62500000          0.00004618          0.00001102
               7.67500000          0.00004392          0.00000726
               7.72500000          0.00004150          0.00000759
               7.77500000          0.00004036          0.00000760
               7.82500000          0.00004027          0.00000707
               7.87500000          0.00004027          0.00000911
               7.92500000          0.00003716          0.00000644
               7.97500000          0.00003492          0.00000879
               8.02500000          0.00003428          0.00000702
               8.07500000          0.00003418          0.00000760
               8.12500000          0.00003140          0.00000847
               8.17500000          0.00003236          0.00000620
               8.22500000          0.00002900          0.00000754
               8.27500000          0.00002808          0.00000440
               8.32500000          0.00002652          0.00000289
               8.37500000          0.00002707          0.00000632
               8.42500000          0.00002586          0.00000565
               8.47500000          0.00002567          0.00000543
               8.52500000          0.00002493          0.00000414
               8.57500000          0.00002389          0.00000542
               8.62500000          0.00002290          0.00000483
               8.67500000          0.00002169          0.00000416
               8.72500000          0.00002117          0.00000533
               8.77500000          0.00002035          0.00000444
               8.82500000          0.00002083          0.00000438
               8.87500000          0.00001922          0.00000291
               8.92500000          0.00001861          0.00000359
               8.97500000          0.00001873          0.00000372
               9.02500000          0.00001736          0.00000439
               9.07500000          0.00001649          0.00000268
               9.12500000          0.00001609          0.00000529
               9.17500000          0.00001607          0.00000373
               9.22500000          0.00001503          0.00000237
               9.27500000          0.00001429          0.00000254
               9.32500000          0.00001468          0.00000418
               9.37500000          0.00001449          0.00000244
               9.42500000          0.00001283          0.00000228
               9.47500000          0.00001293          0.00000213
               9.52500000          0.00001250          0.00000408
               9.57500000          0.00001280          0.00000237
               9.62500000          0.00001298          0.00000162
               9.67500000          0.00001321          0.00000204
               9.72500000          0.00001194          0.00000410
               9.77500000          0.00001159          0.00000235
               9.82500000          0.00001161          0.00000279
               9.87500000          0.00001125          0.00000343
               9.92500000          0.00001226          0.00000182
               9.97500000          0.00001100          0.00000272
              10.02500000          0.00001063          0.00000250
              10.07500000          0.00001086          0.00000324
              10.12500000          0.00001026          0.00000359
              10.17500000          0.00001106          0.00000195
              10.22500000          0.00000938          0.00000229
              10.27500000          0.00000959          0.00000261
              10.32500000          0.00000876          0.00000283
              10.37500000          0.00000948          0.00000321
              10.42500000          0.00000871          0.00000242
              10.47500000          0.00000940          0.00000169
              10.52500000          0.00000879          0.00000346
              10.57500000          0.00000903          0.00000212
              10.62500000          0.00000757          0.00000265
              10.67500000          0.00000819          0.00000329
              10.72500000          0.00000786          0.00000189
              10.77500000          0.00000738          0.00000273
              10.82500000          0.00000684          0.00000211
              10.87500000          0.00000727          0.00000229
              10.92500000          0.00000621          0.00000146
              10.97500000          0.00000692          0.00000241
              11.02500000          0.00000679          0.00000275
              11.07500000          0.00000604          0.00000236
              11.12500000          0.00000631          0.00000203
              11.17500000          0.00000627          0.00000223
              11.22500000          0.00000584          0.00000260
              11.27500000          0.00000600          0.00000222
              11.32500000          0.00000619          0.00000164
              11.37500000          0.00000524          0.00000173
              11.42500000          0.00000570          0.00000218
              11.47500000          0.00000569          0.00000194
              11.52500000          0.00000540          0.00000160
              11.57500000          0.00000563          0.00000222
              11.62500000          0.00000502          0.00000169
              11.67500000          0.00000520          0.00000217
              11.72500000          0.00000460          0.00000184
              11.77500000          0.00000392          0.00000161
              11.82500000          0.00000451          0.00000153
              11.87500000          0.00000443          0.00000181
              11.92500000          0.00000445          0.00000126
              11.97500000          0.00000451          0.00000130
              12.02500000          0.00000434          0.00000198
              12.07500000          0.00000432          0.00000184
              12.12500000          0.00000393          0.00000201
              12.17500000          0.00000370          0.00000146
              12.22500000          0.00000379          0.00000147
              12.27500000          0.00000299          0.00000129
              12.32500000          0.00000359          0.00000140
              12.37500000          0.00000331          0.00000090
              12.42500000          0.00000318          0.00000136
              12.47500000          0.00000303          0.00000102
              12.52500000          0.00000291          0.00000115
              12.57500000          0.00000297          0.00000069
