# Ensemble Average Results:
#      Step      Time(ps)      <Temp>      Temp_std         <P>         P_std        <PE>        PE_std        <KE>        KE_std       <Etot>      Etot_std       <Vol>       Vol_std     <Density>   Density_std
    481000.0        962.0     849.808000      11.953842    4562.561760     516.909036  -21106.633984      10.075897     439.823081       6.185090  -20666.810903      10.734036  116071.444000       0.001953       2.960142       0.000000
    482000.0        964.0     854.584000       4.255484    4208.906260     709.528752  -21112.521875      14.804771     442.296966       2.202237  -20670.224909      15.340126  116071.444000       0.001953       2.960142       0.000000
    483000.0        966.0     845.548000      15.987551    4737.291460     521.626569  -21111.335156      12.100946     437.619204       8.274078  -20673.715952      15.111398  116071.444000       0.001953       2.960142       0.000000
    484000.0        968.0     857.892000       8.016559    4777.301400     716.211828  -21109.051172      12.847429     444.006851       4.148871  -20665.044320      15.161232  116071.444000       0.001953       2.960142       0.000000
    485000.0        970.0     855.588000      17.064533    4574.656260     309.951064  -21112.583984      13.680363     442.815185       8.830699  -20669.768799      15.481360  116071.444000       0.001953       2.960142       0.000000
    486000.0        972.0     805.504000       9.176571    4447.436380     570.708344  -21139.598047      16.714043     416.893887       4.749329  -20722.704159      19.386878  116071.444000       0.001953       2.960142       0.000000
    487000.0        974.0     800.114000       3.670791    4089.444500     420.119630  -21144.164453      11.316331     414.104077       1.900462  -20730.060376       9.681018  116071.444000       0.001953       2.960142       0.000000
    488000.0        976.0     797.314000      14.310964    4091.673340     737.673222  -21142.698437      15.114199     412.655272       7.406962  -20730.043166      10.992509  116071.444000       0.001953       2.960142       0.000000
    489000.0        978.0     793.420000      11.710455    3912.719300     664.817591  -21141.987500      14.590313     410.640767       6.061628  -20731.346733      11.886720  116071.444000       0.001953       2.960142       0.000000
    490000.0        980.0     798.014000       6.498759    4666.224220     123.622792  -21137.652344      14.888091     413.017866       3.363180  -20724.634478      16.342580  116071.444000       0.001953       2.960142       0.000000
    491000.0        982.0     755.612000       5.760324    4091.693220     768.383530  -21175.341797      11.151046     391.072127       2.980968  -20784.269670       8.600812  116071.444000       0.001953       2.960142       0.000000
    492000.0        984.0     756.966000       5.852345    4167.905000     453.464888  -21173.988281      10.205742     391.773539       3.029270  -20782.214742       8.197437  116071.444000       0.001953       2.960142       0.000000
    493000.0        986.0     744.988000       3.356018    4118.242020     699.969050  -21173.152344      10.039027     385.572987       1.737564  -20787.579357      10.740936  116071.444000       0.001953       2.960142       0.000000
    494000.0        988.0     747.700000       6.124025    4353.394820     546.723738  -21175.060937      15.372217     386.977135       3.168597  -20788.083803      15.385866  116071.444000       0.001953       2.960142       0.000000
    495000.0        990.0     749.804000      11.731417    3645.481800     557.508120  -21172.314844      13.457641     388.066248       6.071875  -20784.248595      18.940931  116071.444000       0.001953       2.960142       0.000000
    496000.0        992.0     700.356000       2.922236    3926.922240     462.755655  -21201.912109      10.357531     362.473495       1.511716  -20839.438614      10.132116  116071.444000       0.001953       2.960142       0.000000
    497000.0        994.0     698.512000       6.035095    3996.013660     639.581296  -21201.670312      13.920665     361.520708       3.123542  -20840.149604      15.905217  116071.444000       0.001953       2.960142       0.000000
    498000.0        996.0     697.742000       9.420814    3763.980800     476.199344  -21203.726953      13.977755     361.121265       4.875609  -20842.605688      16.844000  116071.444000       0.001953       2.960142       0.000000
    499000.0        998.0     701.252000       4.646794    4110.147180     496.837305  -21200.496875      14.409057     362.939347       2.404765  -20837.557528      13.094420  116071.444000       0.001953       2.960142       0.000000
    500000.0       1000.0     696.344000      10.374522    3871.869100     279.864844  -21207.820703      11.463442     360.398211       5.368963  -20847.422492      16.086860  116071.444000       0.001953       2.960142       0.000000
    501000.0       1002.0     655.890000       4.168894    4045.076220     342.617076  -21233.512500      12.483626     339.460019       2.158130  -20894.052480      13.555890  116071.444000       0.001953       2.960142       0.000000
    502000.0       1004.0     648.272000      10.987730    3718.901420     712.024282  -21233.425000      16.129352     335.516816       5.686810  -20897.908184      15.480561  116071.444000       0.001953       2.960142       0.000000
    503000.0       1006.0     643.316000       6.980162    4168.292340     489.657323  -21233.086719      12.763359     332.952022       3.613115  -20900.134697       9.690548  116071.444000       0.001953       2.960142       0.000000
    504000.0       1008.0     655.468000       7.754816    3799.587980     712.254200  -21236.312109       7.996270     339.241813       4.014241  -20897.070296       7.136041  116071.444000       0.001953       2.960142       0.000000
    505000.0       1010.0     646.396000       4.914837    3357.773480     472.599083  -21237.854297      12.554088     334.545876       2.544839  -20903.308420      12.362485  116071.444000       0.001953       2.960142       0.000000
    506000.0       1012.0     606.080000       4.526540    3712.558840     452.655549  -21263.998437      13.682419     313.681747       2.344070  -20950.316690      13.505149  116071.444000       0.001953       2.960142       0.000000
    507000.0       1014.0     595.534000       9.850758    3465.196980     576.516458  -21269.571485      13.527269     308.222784       5.098463  -20961.348700      12.650054  116071.444000       0.001953       2.960142       0.000000
    508000.0       1016.0     593.874000       4.060722    3929.538200    1097.457134  -21268.799609      13.825976     307.364188       2.100972  -20961.435421      14.690420  116071.444000       0.001953       2.960142       0.000000
    509000.0       1018.0     598.004000       5.386456    3392.268540     515.256043  -21264.443359       9.597212     309.501113       2.788079  -20954.942247      11.307678  116071.444000       0.001953       2.960142       0.000000
    510000.0       1020.0     595.328000       4.601728    3233.730220     387.266732  -21264.656250      13.353704     308.116948       2.380798  -20956.539302      12.130358  116071.444000       0.001953       2.960142       0.000000
    511000.0       1022.0     556.088000       3.805225    2981.399720     916.451999  -21295.580469      10.310001     287.806551       1.968930  -21007.773918      11.811559  116071.444000       0.001953       2.960142       0.000000
    512000.0       1024.0     548.652000       7.639326    2889.755960     222.276814  -21296.682031      10.805953     283.958755       3.953438  -21012.723276       8.387682  116071.444000       0.001953       2.960142       0.000000
    513000.0       1026.0     550.410000       6.154459    2849.363240     611.016129  -21296.461719      13.870608     284.868199       3.185499  -21011.593520      13.562882  116071.444000       0.001953       2.960142       0.000000
    514000.0       1028.0     545.804000       7.834152    2956.304340     682.654583  -21300.762109      13.715991     282.484362       4.055895  -21018.277747      12.717791  116071.444000       0.001953       2.960142       0.000000
    515000.0       1030.0     547.834000       5.795097    2920.247560     453.782157  -21297.233984      13.073372     283.534716       2.999414  -21013.699268      13.952406  116071.444000       0.001953       2.960142       0.000000
    516000.0       1032.0     500.870000       4.441121    2805.956040     479.293483  -21326.164062      11.676075     259.228925       2.299524  -21066.935138      11.229672  116071.444000       0.001953       2.960142       0.000000
    517000.0       1034.0     498.262000       6.448089    2613.217040     385.513111  -21326.254687      14.118965     257.879144       3.336568  -21068.375543      13.173960  116071.444000       0.001953       2.960142       0.000000
    518000.0       1036.0     503.238000       5.412010    2261.703940     445.888487  -21328.112500      12.272318     260.454042       2.799625  -21067.658458      14.324700  116071.444000       0.001953       2.960142       0.000000
